player_id,player_name,team_name,opp_player_id,opp_player_name,opp_team_name,games_used,stint_count,possessions,sec_played,min_played,min_played_str,sec_per_game,min_per_game,min_per_game_str,PTS,PTS_per_game,PTS_per100,PTS_per36,PTS_allowed,PTS_allowed_per_game,PTS_allowed_per100,PTS_allowed_per36,FGA,FGA_per_game,FGA_per100,FGA_per36,FGM,FGM_per_game,FGM_per100,FGM_per36,2PA,2PA_per_game,2PA_per100,2PA_per36,2PM,2PM_per_game,2PM_per100,2PM_per36,3PA,3PA_per_game,3PA_per100,3PA_per36,3PM,3PM_per_game,3PM_per100,3PM_per36,FTA,FTA_per_game,FTA_per100,FTA_per36,FTM,FTM_per_game,FTM_per100,FTM_per36,ORB,ORB_per_game,ORB_per100,ORB_per36,DRB,DRB_per_game,DRB_per100,DRB_per36,ORB_allowed,ORB_allowed_per_game,ORB_allowed_per100,ORB_allowed_per36,DRB_allowed,DRB_allowed_per_game,DRB_allowed_per100,DRB_allowed_per36,TOV,TOV_per_game,TOV_per100,TOV_per36,AST,AST_per_game,AST_per100,AST_per36,STL,STL_per_game,STL_per100,STL_per36,BLK,BLK_per_game,BLK_per100,BLK_per36,Fouls,Fouls_per_game,Fouls_per100,Fouls_per36,FT_allowed,FT_allowed_per_game,FT_allowed_per100,FT_allowed_per36,ORtg,DRtg,NetRtg,PACE,PM_total,PM_per_game,PM_per100,MIN_total,MIN_per_game,eFG,TS,FG2_pct,FG3_pct,FT_pct,TOV_pct,AST_ratio,ORB_pct,DRB_pct,TRB_pct,STL_pct,BLK_pct,Foul_per_poss,FT_allowed_rate_per100,FT_rate
16,米勒,桃園台啤永豐雲豹,21,李愷諺,新北國王,1,86,102.0,1354.54,22.58,22:35,1354.54,22.58,22:35,48.0,48.0,47.06,76.54,51.0,51.0,50.0,81.33,36.0,36.0,35.29,57.41,19.0,19.0,18.63,30.3,28.0,28.0,27.45,44.65,17.0,17.0,16.67,27.11,8.0,8.0,7.84,12.76,2.0,2.0,1.96,3.19,13.0,13.0,12.75,20.73,8.0,8.0,7.84,12.76,7.0,7.0,6.86,11.16,14.0,14.0,13.73,22.32,4.0,4.0,3.92,6.38,13.0,13.0,12.75,20.73,9.0,9.0,8.82,14.35,10.0,10.0,9.8,15.95,7.0,7.0,6.86,11.16,0.0,0.0,0.0,0.0,12.0,12.0,11.76,19.14,9.0,9.0,8.82,14.35,47.06,50.0,-2.94,108.44,-3.0,-3.0,-2.94,22.58,22.58,0.56,0.58,0.61,0.25,0.62,0.18,0.53,0.35,0.78,0.55,6.86,0.0,0.12,8.82,0.36
16,米勒,桃園台啤永豐雲豹,24,蘇士軒,新北國王,1,73,83.0,1144.89,19.08,19:05,1144.89,19.08,19:05,38.0,38.0,45.78,71.69,39.0,39.0,46.99,73.58,27.0,27.0,32.53,50.94,14.0,14.0,16.87,26.41,20.0,20.0,24.1,37.73,12.0,12.0,14.46,22.64,7.0,7.0,8.43,13.21,2.0,2.0,2.41,3.77,12.0,12.0,14.46,22.64,8.0,8.0,9.64,15.09,4.0,4.0,4.82,7.55,12.0,12.0,14.46,22.64,2.0,2.0,2.41,3.77,12.0,12.0,14.46,22.64,10.0,10.0,12.05,18.87,8.0,8.0,9.64,15.09,7.0,7.0,8.43,13.21,0.0,0.0,0.0,0.0,11.0,11.0,13.25,20.75,2.0,2.0,2.41,3.77,45.78,46.99,-1.2,104.39,-1.0,-1.0,-1.2,19.08,19.08,0.56,0.59,0.6,0.29,0.67,0.24,0.57,0.25,0.86,0.53,8.43,0.0,0.13,2.41,0.44
16,米勒,桃園台啤永豐雲豹,29,林書緯,新北國王,1,113,134.0,1812.75,30.21,30:13,1812.75,30.21,30:13,61.0,61.0,45.52,72.69,68.0,68.0,50.75,81.03,43.0,43.0,32.09,51.24,22.0,22.0,16.42,26.21,32.0,32.0,23.88,38.13,19.0,19.0,14.18,22.64,11.0,11.0,8.21,13.11,3.0,3.0,2.24,3.57,24.0,24.0,17.91,28.6,14.0,14.0,10.45,16.68,6.0,6.0,4.48,7.15,21.0,21.0,15.67,25.02,8.0,8.0,5.97,9.53,18.0,18.0,13.43,21.45,11.0,11.0,8.21,13.11,13.0,13.0,9.7,15.49,7.0,7.0,5.22,8.34,3.0,3.0,2.24,3.57,15.0,15.0,11.19,17.87,5.0,5.0,3.73,5.96,45.52,50.75,-5.22,106.45,-7.0,-7.0,-5.22,30.21,30.21,0.55,0.57,0.59,0.27,0.58,0.17,0.59,0.25,0.72,0.51,5.22,2.24,0.11,3.73,0.56
16,米勒,桃園台啤永豐雲豹,32,奧帝,新北國王,1,69,82.0,1055.74,17.6,17:36,1055.74,17.6,17:36,34.0,34.0,41.46,69.56,39.0,39.0,47.56,79.79,25.0,25.0,30.49,51.15,12.0,12.0,14.63,24.55,21.0,21.0,25.61,42.96,12.0,12.0,14.63,24.55,4.0,4.0,4.88,8.18,0.0,0.0,0.0,0.0,14.0,14.0,17.07,28.64,8.0,8.0,9.76,16.37,2.0,2.0,2.44,4.09,15.0,15.0,18.29,30.69,5.0,5.0,6.1,10.23,11.0,11.0,13.41,22.51,7.0,7.0,8.54,14.32,8.0,8.0,9.76,16.37,4.0,4.0,4.88,8.18,2.0,2.0,2.44,4.09,10.0,10.0,12.2,20.46,3.0,3.0,3.66,6.14,41.46,47.56,-6.1,111.85,-5.0,-5.0,-6.1,17.6,17.6,0.48,0.55,0.57,0.0,0.57,0.18,0.67,0.15,0.75,0.52,4.88,2.44,0.12,3.66,0.56
16,米勒,桃園台啤永豐雲豹,13029,杰倫,新北國王,1,108,129.0,1727.96,28.8,28:48,1727.96,28.8,28:48,62.0,62.0,48.06,77.5,65.0,65.0,50.39,81.25,46.0,46.0,35.66,57.5,24.0,24.0,18.6,30.0,35.0,35.0,27.13,43.75,21.0,21.0,16.28,26.25,11.0,11.0,8.53,13.75,3.0,3.0,2.33,3.75,21.0,21.0,16.28,26.25,11.0,11.0,8.53,13.75,9.0,9.0,6.98,11.25,20.0,20.0,15.5,25.0,6.0,6.0,4.65,7.5,16.0,16.0,12.4,20.0,10.0,10.0,7.75,12.5,13.0,13.0,10.08,16.25,7.0,7.0,5.43,8.75,1.0,1.0,0.78,1.25,15.0,15.0,11.63,18.75,9.0,9.0,6.98,11.25,48.06,50.39,-2.33,107.5,-3.0,-3.0,-2.33,28.8,28.8,0.55,0.56,0.6,0.27,0.52,0.15,0.54,0.36,0.77,0.57,5.43,0.78,0.12,6.98,0.46
54,高錦瑋,桃園台啤永豐雲豹,21,李愷諺,新北國王,1,120,142.0,1826.52,30.44,30:27,1826.52,30.44,30:27,73.0,73.0,51.41,86.33,66.0,66.0,46.48,78.05,47.0,47.0,33.1,55.58,28.0,28.0,19.72,33.11,37.0,37.0,26.06,43.76,25.0,25.0,17.61,29.56,10.0,10.0,7.04,11.83,3.0,3.0,2.11,3.55,21.0,21.0,14.79,24.83,14.0,14.0,9.86,16.56,8.0,8.0,5.63,9.46,16.0,16.0,11.27,18.92,9.0,9.0,6.34,10.64,19.0,19.0,13.38,22.47,13.0,13.0,9.15,15.37,16.0,16.0,11.27,18.92,10.0,10.0,7.04,11.83,0.0,0.0,0.0,0.0,16.0,16.0,11.27,18.92,18.0,18.0,12.68,21.29,51.41,46.48,4.93,111.95,7.0,7.0,4.93,30.44,30.44,0.63,0.65,0.68,0.3,0.67,0.19,0.57,0.3,0.64,0.46,7.04,0.0,0.11,12.68,0.45
54,高錦瑋,桃園台啤永豐雲豹,24,蘇士軒,新北國王,1,76,87.0,1197.87,19.96,19:58,1197.87,19.96,19:58,41.0,41.0,47.13,73.93,40.0,40.0,45.98,72.13,29.0,29.0,33.33,52.29,15.0,15.0,17.24,27.05,21.0,21.0,24.14,37.87,13.0,13.0,14.94,23.44,8.0,8.0,9.2,14.43,2.0,2.0,2.3,3.61,13.0,13.0,14.94,23.44,9.0,9.0,10.34,16.23,5.0,5.0,5.75,9.02,12.0,12.0,13.79,21.64,2.0,2.0,2.3,3.61,13.0,13.0,14.94,23.44,10.0,10.0,11.49,18.03,9.0,9.0,10.34,16.23,7.0,7.0,8.05,12.62,0.0,0.0,0.0,0.0,11.0,11.0,12.64,19.84,2.0,2.0,2.3,3.61,47.13,45.98,1.15,104.59,1.0,1.0,1.15,19.96,19.96,0.55,0.59,0.62,0.25,0.69,0.22,0.6,0.28,0.86,0.53,8.05,0.0,0.13,2.3,0.45
54,高錦瑋,桃園台啤永豐雲豹,29,林書緯,新北國王,1,128,152.0,2064.6,34.41,34:25,2064.6,34.41,34:25,75.0,75.0,49.34,78.47,73.0,73.0,48.03,76.37,49.0,49.0,32.24,51.26,27.0,27.0,17.76,28.25,35.0,35.0,23.03,36.62,23.0,23.0,15.13,24.06,14.0,14.0,9.21,14.65,4.0,4.0,2.63,4.18,24.0,24.0,15.79,25.11,17.0,17.0,11.18,17.79,8.0,8.0,5.26,8.37,19.0,19.0,12.5,19.88,10.0,10.0,6.58,10.46,23.0,23.0,15.13,24.06,14.0,14.0,9.21,14.65,16.0,16.0,10.53,16.74,10.0,10.0,6.58,10.46,1.0,1.0,0.66,1.05,16.0,16.0,10.53,16.74,12.0,12.0,7.89,12.55,49.34,48.03,1.32,106.02,2.0,2.0,1.32,34.41,34.41,0.59,0.63,0.66,0.29,0.71,0.19,0.59,0.26,0.66,0.45,6.58,0.66,0.11,7.89,0.49
54,高錦瑋,桃園台啤永豐雲豹,32,奧帝,新北國王,1,79,94.0,1197.15,19.95,19:57,1197.15,19.95,19:57,43.0,43.0,45.74,77.58,44.0,44.0,46.81,79.39,28.0,28.0,29.79,50.52,15.0,15.0,15.96,27.06,22.0,22.0,23.4,39.69,14.0,14.0,14.89,25.26,6.0,6.0,6.38,10.83,1.0,1.0,1.06,1.8,15.0,15.0,15.96,27.06,10.0,10.0,10.64,18.04,3.0,3.0,3.19,5.41,14.0,14.0,14.89,25.26,7.0,7.0,7.45,12.63,14.0,14.0,14.89,25.26,9.0,9.0,9.57,16.24,9.0,9.0,9.57,16.24,6.0,6.0,6.38,10.83,0.0,0.0,0.0,0.0,11.0,11.0,11.7,19.85,9.0,9.0,9.57,16.24,45.74,46.81,-1.06,113.07,-1.0,-1.0,-1.06,19.95,19.95,0.55,0.62,0.64,0.17,0.67,0.21,0.6,0.18,0.67,0.45,6.38,0.0,0.12,9.57,0.54
54,高錦瑋,桃園台啤永豐雲豹,13029,杰倫,新北國王,1,140,166.0,2218.79,36.98,36:59,2218.79,36.98,36:59,87.0,87.0,52.41,84.69,80.0,80.0,48.19,77.88,58.0,58.0,34.94,56.46,33.0,33.0,19.88,32.13,44.0,44.0,26.51,42.83,29.0,29.0,17.47,28.23,14.0,14.0,8.43,13.63,4.0,4.0,2.41,3.89,27.0,27.0,16.27,26.28,17.0,17.0,10.24,16.55,11.0,11.0,6.63,10.71,21.0,21.0,12.65,20.44,9.0,9.0,5.42,8.76,22.0,22.0,13.25,21.42,14.0,14.0,8.43,13.63,19.0,19.0,11.45,18.5,10.0,10.0,6.02,9.74,1.0,1.0,0.6,0.97,19.0,19.0,11.45,18.5,18.0,18.0,10.84,17.52,52.41,48.19,4.22,107.73,7.0,7.0,4.22,36.98,36.98,0.6,0.62,0.66,0.29,0.63,0.17,0.58,0.33,0.7,0.51,6.02,0.6,0.11,10.84,0.47
