player_id,player_name,team_name,games_used,stint_count,possessions,sec_played,min_played,min_played_str,sec_per_game,min_per_game,min_per_game_str,PTS,PTS_per_game,PTS_per100,PTS_per36,FGA,FGA_per_game,FGA_per100,FGA_per36,FGM,FGM_per_game,FGM_per100,FGM_per36,2PA,2PA_per_game,2PA_per100,2PA_per36,2PM,2PM_per_game,2PM_per100,2PM_per36,3PA,3PA_per_game,3PA_per100,3PA_per36,3PM,3PM_per_game,3PM_per100,3PM_per36,FTA,FTA_per_game,FTA_per100,FTA_per36,FTM,FTM_per_game,FTM_per100,FTM_per36,ORB,ORB_per_game,ORB_per100,ORB_per36,DRB,DRB_per_game,DRB_per100,DRB_per36,AST,AST_per_game,AST_per100,AST_per36,STL,STL_per_game,STL_per100,STL_per36,BLK,BLK_per_game,BLK_per100,BLK_per36,TOV,TOV_per_game,TOV_per100,TOV_per36,Fouls,Fouls_per_game,Fouls_per100,Fouls_per36,FT_allowed,FT_allowed_per_game,FT_allowed_per100,FT_allowed_per36,ORtg,DRtg,NetRtg,PM_total,PM_per_game,PM_per100,PACE,eFG,TS,FG2_pct,FG3_pct,FT_pct,TOV_pct,AST_ratio,USG_pct,ORB_pct,DRB_pct,TRB_pct,STL_per100poss,BLK_per100poss,Foul_per_poss,FT_allowed_rate_per100,FT_rate,rapm_per100,orapm_per100,drapm_per100,on_court_poss,games_played,poss_per_game
21,李愷諺,新北國王,7,860,999.0,13153.0,219.22,219:13,1879.0,31.32,31:19,57.0,8.14,5.71,9.36,49.0,7.0,4.9,8.05,20.0,2.86,2.0,3.28,20.0,2.86,2.0,3.28,8.0,1.14,0.8,1.31,29.0,4.14,2.9,4.76,12.0,1.71,1.2,1.97,8.0,1.14,0.8,1.31,5.0,0.71,0.5,0.82,5.0,0.71,0.5,0.82,14.0,2.0,1.4,2.3,16.0,2.29,1.6,2.63,6.0,0.86,0.6,0.99,1.0,0.14,0.1,0.16,9.0,1.29,0.9,1.48,14.0,2.0,1.4,2.3,101.0,14.43,10.11,16.59,45.05,44.34,0.7,7.0,1.0,0.7,109.37,0.53,0.54,0.4,0.41,0.62,0.15,0.12,6.16,0.03,0.22,0.09,0.6,0.1,0.01,10.11,0.16,-0.19,0.12,0.16,999.0,7,142.7
29,林書緯,新北國王,7,976,1151.0,15031.0,250.52,250:31,2147.29,35.79,35:47,72.0,10.29,6.26,10.35,64.0,9.14,5.56,9.2,30.0,4.29,2.61,4.31,39.0,5.57,3.39,5.6,23.0,3.29,2.0,3.31,25.0,3.57,2.17,3.59,7.0,1.0,0.61,1.01,9.0,1.29,0.78,1.29,5.0,0.71,0.43,0.72,6.0,0.86,0.52,0.86,13.0,1.86,1.13,1.87,25.0,3.57,2.17,3.59,11.0,1.57,0.96,1.58,0.0,0.0,0.0,0.0,15.0,2.14,1.3,2.16,16.0,2.29,1.39,2.3,104.0,14.86,9.04,14.95,44.48,44.05,0.43,5.0,0.71,0.43,110.27,0.52,0.53,0.59,0.28,0.56,0.18,0.17,7.21,0.03,0.17,0.08,0.96,0.0,0.01,9.04,0.14,-0.18,-0.14,0.04,1151.0,7,164.4
30,林書豪,新北國王,7,1007,1184.0,15579.0,259.65,259:39,2225.57,37.09,37:06,157.0,22.43,13.26,21.77,118.0,16.86,9.97,16.36,45.0,6.43,3.8,6.24,55.0,7.86,4.65,7.63,23.0,3.29,1.94,3.19,63.0,9.0,5.32,8.73,22.0,3.14,1.86,3.05,54.0,7.71,4.56,7.49,45.0,6.43,3.8,6.24,8.0,1.14,0.68,1.11,30.0,4.29,2.53,4.16,42.0,6.0,3.55,5.82,13.0,1.86,1.1,1.8,6.0,0.86,0.51,0.83,24.0,3.43,2.03,3.33,30.0,4.29,2.53,4.16,123.0,17.57,10.39,17.05,45.19,43.83,1.35,16.0,2.29,1.35,109.44,0.47,0.55,0.42,0.35,0.83,0.14,0.31,14.0,0.04,0.36,0.14,1.1,0.51,0.03,10.39,0.46,0.3,0.13,-0.16,1184.0,7,169.1
33,曼尼高,新北國王,7,891,1045.0,13481.0,224.68,224:41,1925.86,32.1,32:06,109.0,15.57,10.43,17.46,85.0,12.14,8.13,13.62,38.0,5.43,3.64,6.09,65.0,9.29,6.22,10.41,30.0,4.29,2.87,4.81,20.0,2.86,1.91,3.2,8.0,1.14,0.77,1.28,38.0,5.43,3.64,6.09,25.0,3.57,2.39,4.01,12.0,1.71,1.15,1.92,54.0,7.71,5.17,8.65,25.0,3.57,2.39,4.01,16.0,2.29,1.53,2.56,3.0,0.43,0.29,0.48,31.0,4.43,2.97,4.97,23.0,3.29,2.2,3.69,106.0,15.14,10.14,16.98,44.78,44.11,0.67,7.0,1.0,0.67,111.62,0.49,0.54,0.46,0.4,0.66,0.23,0.2,12.7,0.08,0.51,0.25,1.53,0.29,0.02,10.14,0.45,-0.1,-0.12,-0.04,1045.0,7,149.3
34,沃許本,新北國王,5,637,726.0,9587.0,159.78,159:47,1917.4,31.96,31:57,95.0,19.0,13.09,21.4,57.0,11.4,7.85,12.84,37.0,7.4,5.1,8.34,53.0,10.6,7.3,11.94,36.0,7.2,4.96,8.11,4.0,0.8,0.55,0.9,1.0,0.2,0.14,0.23,29.0,5.8,3.99,6.53,20.0,4.0,2.75,4.51,10.0,2.0,1.38,2.25,28.0,5.6,3.86,6.31,4.0,0.8,0.55,0.9,2.0,0.4,0.28,0.45,5.0,1.0,0.69,1.13,11.0,2.2,1.52,2.48,7.0,1.4,0.96,1.58,82.0,16.4,11.29,18.48,42.98,45.04,-2.07,-15.0,-3.0,-2.07,109.05,0.66,0.68,0.68,0.25,0.69,0.14,0.05,11.12,0.09,0.45,0.21,0.28,0.69,0.01,11.29,0.51,-0.97,-0.55,0.27,726.0,5,145.2
110,胡瓏貿,高雄全家海神,7,829,972.0,12699.0,211.65,211:39,1814.14,30.24,30:14,82.0,11.71,8.44,13.95,52.0,7.43,5.35,8.84,27.0,3.86,2.78,4.59,20.0,2.86,2.06,3.4,11.0,1.57,1.13,1.87,32.0,4.57,3.29,5.44,16.0,2.29,1.65,2.72,16.0,2.29,1.65,2.72,12.0,1.71,1.23,2.04,5.0,0.71,0.51,0.85,16.0,2.29,1.65,2.72,12.0,1.71,1.23,2.04,4.0,0.57,0.41,0.68,3.0,0.43,0.31,0.51,18.0,2.57,1.85,3.06,22.0,3.14,2.26,3.74,119.0,17.0,12.24,20.24,46.19,47.02,-0.82,-8.0,-1.14,-0.82,110.22,0.67,0.69,0.55,0.5,0.75,0.23,0.09,7.93,0.03,0.22,0.09,0.41,0.31,0.02,12.24,0.31,0.02,0.8,0.72,972.0,7,138.9
118,蘇文儒,高雄全家海神,7,844,994.0,13017.0,216.95,216:57,1859.57,30.99,31:00,69.0,9.86,6.94,11.45,59.0,8.43,5.94,9.79,22.0,3.14,2.21,3.65,28.0,4.0,2.82,4.65,7.0,1.0,0.7,1.16,31.0,4.43,3.12,5.14,15.0,2.14,1.51,2.49,10.0,1.43,1.01,1.66,10.0,1.43,1.01,1.66,9.0,1.29,0.91,1.49,11.0,1.57,1.11,1.83,9.0,1.29,0.91,1.49,12.0,1.71,1.21,1.99,1.0,0.14,0.1,0.17,8.0,1.14,0.8,1.33,31.0,4.43,3.12,5.14,100.0,14.29,10.06,16.59,43.16,45.07,-1.91,-19.0,-2.71,-1.91,109.96,0.5,0.54,0.25,0.48,1.0,0.11,0.07,7.18,0.05,0.18,0.09,1.21,0.1,0.03,10.06,0.17,-0.52,-0.36,0.11,994.0,7,142.0
120,威勝,高雄全家海神,5,658,755.0,10009.0,166.82,166:49,2001.8,33.36,33:22,80.0,16.0,10.6,17.26,56.0,11.2,7.42,12.09,28.0,5.6,3.71,6.04,22.0,4.4,2.91,4.75,13.0,2.6,1.72,2.81,34.0,6.8,4.5,7.34,15.0,3.0,1.99,3.24,27.0,5.4,3.58,5.83,9.0,1.8,1.19,1.94,9.0,1.8,1.19,1.94,45.0,9.0,5.96,9.71,19.0,3.8,2.52,4.1,7.0,1.4,0.93,1.51,4.0,0.8,0.53,0.86,13.0,2.6,1.72,2.81,14.0,2.8,1.85,3.02,96.0,19.2,12.72,20.72,41.32,46.36,-5.03,-38.0,-7.6,-5.03,108.62,0.63,0.59,0.59,0.44,0.33,0.16,0.22,10.71,0.06,0.56,0.24,0.93,0.53,0.02,12.72,0.48,-1.15,-0.86,0.46,755.0,5,151.0
124,邱子軒,高雄全家海神,7,636,747.0,9806.0,163.43,163:26,1400.86,23.35,23:21,34.0,4.86,4.55,7.49,44.0,6.29,5.89,9.69,13.0,1.86,1.74,2.86,21.0,3.0,2.81,4.63,9.0,1.29,1.2,1.98,23.0,3.29,3.08,5.07,4.0,0.57,0.54,0.88,6.0,0.86,0.8,1.32,4.0,0.57,0.54,0.88,6.0,0.86,0.8,1.32,16.0,2.29,2.14,3.52,16.0,2.29,2.14,3.52,10.0,1.43,1.34,2.2,2.0,0.29,0.27,0.44,8.0,1.14,1.07,1.76,12.0,1.71,1.61,2.64,90.0,12.86,12.05,19.82,40.83,40.43,0.4,3.0,0.43,0.4,109.7,0.34,0.36,0.43,0.17,0.67,0.15,0.17,7.31,0.04,0.3,0.12,1.34,0.27,0.02,12.05,0.14,0.37,-0.99,-1.3,747.0,7,106.7
5948,克雷格,高雄全家海神,7,943,1106.0,14347.0,239.12,239:07,2049.57,34.16,34:10,149.0,21.29,13.47,22.43,101.0,14.43,9.13,15.21,51.0,7.29,4.61,7.68,68.0,9.71,6.15,10.24,39.0,5.57,3.53,5.87,33.0,4.71,2.98,4.97,12.0,1.71,1.08,1.81,43.0,6.14,3.89,6.47,35.0,5.0,3.16,5.27,12.0,1.71,1.08,1.81,28.0,4.0,2.53,4.22,29.0,4.14,2.62,4.37,12.0,1.71,1.08,1.81,5.0,0.71,0.45,0.75,24.0,3.43,2.17,3.61,22.0,3.14,1.99,3.31,136.0,19.43,12.3,20.48,45.48,47.02,-1.54,-17.0,-2.43,-1.54,111.01,0.56,0.62,0.57,0.36,0.81,0.17,0.23,13.01,0.07,0.3,0.15,1.08,0.45,0.02,12.3,0.43,-0.3,0.54,0.82,1106.0,7,158.0
