lineup_size,team_name,lineup_player_ids,lineup_player_names,games_used,stint_count,possessions,sec_played,min_played,min_played_str,sec_per_game,min_per_game,min_per_game_str,PTS,PTS_per_game,PTS_per100,PTS_per36,PTS_allowed,PTS_allowed_per_game,PTS_allowed_per100,PTS_allowed_per36,FGA,FGA_per_game,FGA_per100,FGA_per36,FGM,FGM_per_game,FGM_per100,FGM_per36,2PA,2PA_per_game,2PA_per100,2PA_per36,2PM,2PM_per_game,2PM_per100,2PM_per36,3PA,3PA_per_game,3PA_per100,3PA_per36,3PM,3PM_per_game,3PM_per100,3PM_per36,FTA,FTA_per_game,FTA_per100,FTA_per36,FTM,FTM_per_game,FTM_per100,FTM_per36,ORB,ORB_per_game,ORB_per100,ORB_per36,DRB,DRB_per_game,DRB_per100,DRB_per36,ORB_allowed,ORB_allowed_per_game,ORB_allowed_per100,ORB_allowed_per36,DRB_allowed,DRB_allowed_per_game,DRB_allowed_per100,DRB_allowed_per36,TOV,TOV_per_game,TOV_per100,TOV_per36,AST,AST_per_game,AST_per100,AST_per36,STL,STL_per_game,STL_per100,STL_per36,BLK,BLK_per_game,BLK_per100,BLK_per36,Fouls,Fouls_per_game,Fouls_per100,Fouls_per36,FT_allowed,FT_allowed_per_game,FT_allowed_per100,FT_allowed_per36,ORtg,DRtg,NetRtg,PACE,PM_total,PM_per_game,PM_per100,MIN_total,MIN_per_game,eFG,TS,FG2_pct,FG3_pct,FT_pct,TOV_pct,AST_ratio,ORB_pct,DRB_pct,TRB_pct,STL_pct,BLK_pct,Foul_per_poss,FT_allowed_rate_per100,FT_rate
3,福爾摩沙夢想家,79|89|103,張宗憲/蔣淯安/忻沃克,1,46,51.0,749.44,12.49,12:29,749.44,12.49,12:29,22.0,22.0,43.14,63.41,19.0,19.0,37.25,54.76,20.0,20.0,39.22,57.64,9.0,9.0,17.65,25.94,11.0,11.0,21.57,31.7,6.0,6.0,11.76,17.29,9.0,9.0,17.65,25.94,3.0,3.0,5.88,8.65,2.0,2.0,3.92,5.76,1.0,1.0,1.96,2.88,0.0,0.0,0.0,0.0,10.0,10.0,19.61,28.82,2.0,2.0,3.92,5.76,10.0,10.0,19.61,28.82,3.0,3.0,5.88,8.65,6.0,6.0,11.76,17.29,3.0,3.0,5.88,8.65,0.0,0.0,0.0,0.0,3.0,3.0,5.88,8.65,4.0,4.0,7.84,11.53,43.14,37.25,5.88,97.99,3.0,3.0,5.88,12.49,12.49,0.52,0.53,0.55,0.33,0.5,0.13,0.67,0.0,0.83,0.45,5.88,0.0,0.06,7.84,0.1
3,福爾摩沙夢想家,79|89|106,張宗憲/蔣淯安/高柏鎧,1,42,47.0,699.04,11.65,11:39,699.04,11.65,11:39,23.0,23.0,48.94,71.07,17.0,17.0,36.17,52.53,18.0,18.0,38.3,55.62,10.0,10.0,21.28,30.9,11.0,11.0,23.4,33.99,7.0,7.0,14.89,21.63,7.0,7.0,14.89,21.63,3.0,3.0,6.38,9.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,17.02,24.72,1.0,1.0,2.13,3.09,9.0,9.0,19.15,27.81,4.0,4.0,8.51,12.36,7.0,7.0,14.89,21.63,3.0,3.0,6.38,9.27,0.0,0.0,0.0,0.0,3.0,3.0,6.38,9.27,0.0,0.0,0.0,0.0,48.94,36.17,12.77,96.82,6.0,6.0,12.77,11.65,11.65,0.64,0.64,0.64,0.43,,0.18,0.7,0.0,0.89,0.44,6.38,0.0,0.06,0.0,0.0
3,福爾摩沙夢想家,79|89|13906,張宗憲/蔣淯安/班提爾,1,61,69.0,957.37,15.96,15:57,957.37,15.96,15:57,30.0,30.0,43.48,67.69,24.0,24.0,34.78,54.15,28.0,28.0,40.58,63.17,12.0,12.0,17.39,27.07,16.0,16.0,23.19,36.1,8.0,8.0,11.59,18.05,12.0,12.0,17.39,27.07,4.0,4.0,5.8,9.02,4.0,4.0,5.8,9.02,2.0,2.0,2.9,4.51,1.0,1.0,1.45,2.26,13.0,13.0,18.84,29.33,1.0,1.0,1.45,2.26,12.0,12.0,17.39,27.07,4.0,4.0,5.8,9.02,11.0,11.0,15.94,24.82,2.0,2.0,2.9,4.51,2.0,2.0,2.9,4.51,6.0,6.0,8.7,13.54,6.0,6.0,8.7,13.54,43.48,34.78,8.7,103.78,6.0,6.0,8.7,15.96,15.96,0.5,0.5,0.5,0.33,0.5,0.12,0.92,0.08,0.93,0.52,2.9,2.9,0.09,8.7,0.14
3,福爾摩沙夢想家,79|103|106,張宗憲/忻沃克/高柏鎧,1,39,43.0,635.47,10.59,10:35,635.47,10.59,10:35,21.0,21.0,48.84,71.38,15.0,15.0,34.88,50.99,17.0,17.0,39.53,57.78,9.0,9.0,20.93,30.59,10.0,10.0,23.26,33.99,6.0,6.0,13.95,20.39,7.0,7.0,16.28,23.79,3.0,3.0,6.98,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,18.6,27.19,1.0,1.0,2.33,3.4,9.0,9.0,20.93,30.59,3.0,3.0,6.98,10.2,6.0,6.0,13.95,20.39,3.0,3.0,6.98,10.2,0.0,0.0,0.0,0.0,2.0,2.0,4.65,6.8,2.0,2.0,4.65,6.8,48.84,34.88,13.95,97.44,6.0,6.0,13.95,10.59,10.59,0.62,0.62,0.6,0.43,,0.15,0.67,0.0,0.89,0.44,6.98,0.0,0.05,4.65,0.0
3,福爾摩沙夢想家,79|103|13906,張宗憲/忻沃克/班提爾,1,70,79.0,1132.43,18.87,18:52,1132.43,18.87,18:52,35.0,35.0,44.3,66.76,39.0,39.0,49.37,74.39,33.0,33.0,41.77,62.94,14.0,14.0,17.72,26.7,17.0,17.0,21.52,32.43,9.0,9.0,11.39,17.17,16.0,16.0,20.25,30.52,5.0,5.0,6.33,9.54,4.0,4.0,5.06,7.63,2.0,2.0,2.53,3.81,1.0,1.0,1.27,1.91,17.0,17.0,21.52,32.43,2.0,2.0,2.53,3.81,12.0,12.0,15.19,22.89,3.0,3.0,3.8,5.72,7.0,7.0,8.86,13.35,3.0,3.0,3.8,5.72,0.0,0.0,0.0,0.0,6.0,6.0,7.59,11.44,12.0,12.0,15.19,22.89,44.3,49.37,-5.06,100.46,-4.0,-4.0,-5.06,18.87,18.87,0.5,0.5,0.53,0.31,0.5,0.08,0.5,0.08,0.89,0.56,3.8,0.0,0.08,15.19,0.12
3,福爾摩沙夢想家,79|106|13906,張宗憲/高柏鎧/班提爾,1,36,40.0,569.47,9.49,09:29,569.47,9.49,09:29,19.0,19.0,47.5,72.07,13.0,13.0,32.5,49.31,16.0,16.0,40.0,60.69,8.0,8.0,20.0,30.34,9.0,9.0,22.5,34.14,5.0,5.0,12.5,18.96,7.0,7.0,17.5,26.55,3.0,3.0,7.5,11.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,20.0,30.34,0.0,0.0,0.0,0.0,8.0,8.0,20.0,30.34,3.0,3.0,7.5,11.38,7.0,7.0,17.5,26.55,2.0,2.0,5.0,7.59,0.0,0.0,0.0,0.0,3.0,3.0,7.5,11.38,2.0,2.0,5.0,7.59,47.5,32.5,15.0,101.15,6.0,6.0,15.0,9.49,9.49,0.59,0.59,0.56,0.43,,0.16,0.88,0.0,1.0,0.5,5.0,0.0,0.08,5.0,0.0
3,福爾摩沙夢想家,89|103|106,蔣淯安/忻沃克/高柏鎧,1,62,70.0,1047.97,17.47,17:28,1047.97,17.47,17:28,33.0,33.0,47.14,68.02,29.0,29.0,41.43,59.77,29.0,29.0,41.43,59.77,15.0,15.0,21.43,30.92,20.0,20.0,28.57,41.22,12.0,12.0,17.14,24.73,9.0,9.0,12.86,18.55,3.0,3.0,4.29,6.18,1.0,1.0,1.43,2.06,0.0,0.0,0.0,0.0,2.0,2.0,2.86,4.12,13.0,13.0,18.57,26.79,4.0,4.0,5.71,8.24,12.0,12.0,17.14,24.73,4.0,4.0,5.71,8.24,9.0,9.0,12.86,18.55,3.0,3.0,4.29,6.18,1.0,1.0,1.43,2.06,5.0,5.0,7.14,10.31,2.0,2.0,2.86,4.12,47.14,41.43,5.71,96.19,4.0,4.0,5.71,17.47,17.47,0.57,0.56,0.6,0.33,0.0,0.12,0.6,0.14,0.76,0.48,4.29,1.43,0.07,2.86,0.03
3,福爾摩沙夢想家,89|103|13906,蔣淯安/忻沃克/班提爾,1,61,67.0,974.14,16.24,16:14,974.14,16.24,16:14,28.0,28.0,41.79,62.09,21.0,21.0,31.34,46.56,28.0,28.0,41.79,62.09,12.0,12.0,17.91,26.61,17.0,17.0,25.37,37.69,9.0,9.0,13.43,19.96,11.0,11.0,16.42,24.39,3.0,3.0,4.48,6.65,3.0,3.0,4.48,6.65,1.0,1.0,1.49,2.22,0.0,0.0,0.0,0.0,16.0,16.0,23.88,35.48,3.0,3.0,4.48,6.65,15.0,15.0,22.39,33.26,3.0,3.0,4.48,6.65,9.0,9.0,13.43,19.96,2.0,2.0,2.99,4.43,1.0,1.0,1.49,2.22,6.0,6.0,8.96,13.3,6.0,6.0,8.96,13.3,41.79,31.34,10.45,99.04,7.0,7.0,10.45,16.24,16.24,0.48,0.48,0.53,0.27,0.33,0.09,0.75,0.0,0.84,0.47,2.99,1.49,0.09,8.96,0.11
3,福爾摩沙夢想家,89|106|13906,蔣淯安/高柏鎧/班提爾,1,46,50.0,737.6,12.29,12:18,737.6,12.29,12:18,25.0,25.0,50.0,73.21,15.0,15.0,30.0,43.93,21.0,21.0,42.0,61.5,11.0,11.0,22.0,32.21,14.0,14.0,28.0,41.0,8.0,8.0,16.0,23.43,7.0,7.0,14.0,20.5,3.0,3.0,6.0,8.79,1.0,1.0,2.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,22.0,32.21,1.0,1.0,2.0,2.93,11.0,11.0,22.0,32.21,3.0,3.0,6.0,8.79,9.0,9.0,18.0,26.36,2.0,2.0,4.0,5.86,1.0,1.0,2.0,2.93,6.0,6.0,12.0,17.57,0.0,0.0,0.0,0.0,50.0,30.0,20.0,97.61,10.0,10.0,20.0,12.29,12.29,0.6,0.58,0.57,0.43,0.0,0.12,0.82,0.0,0.92,0.48,4.0,2.0,0.12,0.0,0.05
3,福爾摩沙夢想家,103|106|13906,忻沃克/高柏鎧/班提爾,1,43,46.0,674.03,11.23,11:14,674.03,11.23,11:14,23.0,23.0,50.0,73.71,13.0,13.0,28.26,41.66,20.0,20.0,43.48,64.09,10.0,10.0,21.74,32.05,13.0,13.0,28.26,41.66,7.0,7.0,15.22,22.43,7.0,7.0,15.22,22.43,3.0,3.0,6.52,9.61,1.0,1.0,2.17,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,23.91,35.25,1.0,1.0,2.17,3.2,11.0,11.0,23.91,35.25,2.0,2.0,4.35,6.41,8.0,8.0,17.39,25.64,2.0,2.0,4.35,6.41,1.0,1.0,2.17,3.2,5.0,5.0,10.87,16.02,2.0,2.0,4.35,6.41,50.0,28.26,21.74,98.27,10.0,10.0,21.74,11.23,11.23,0.57,0.56,0.54,0.43,0.0,0.09,0.8,0.0,0.92,0.48,4.35,2.17,0.11,4.35,0.05
