player_id,player_name,team_name,games_used,stint_count,possessions,sec_played,min_played,min_played_str,sec_per_game,min_per_game,min_per_game_str,PTS,PTS_per_game,PTS_per100,PTS_per36,FGA,FGA_per_game,FGA_per100,FGA_per36,FGM,FGM_per_game,FGM_per100,FGM_per36,2PA,2PA_per_game,2PA_per100,2PA_per36,2PM,2PM_per_game,2PM_per100,2PM_per36,3PA,3PA_per_game,3PA_per100,3PA_per36,3PM,3PM_per_game,3PM_per100,3PM_per36,FTA,FTA_per_game,FTA_per100,FTA_per36,FTM,FTM_per_game,FTM_per100,FTM_per36,ORB,ORB_per_game,ORB_per100,ORB_per36,DRB,DRB_per_game,DRB_per100,DRB_per36,AST,AST_per_game,AST_per100,AST_per36,STL,STL_per_game,STL_per100,STL_per36,BLK,BLK_per_game,BLK_per100,BLK_per36,TOV,TOV_per_game,TOV_per100,TOV_per36,Fouls,Fouls_per_game,Fouls_per100,Fouls_per36,FT_allowed,FT_allowed_per_game,FT_allowed_per100,FT_allowed_per36,ORtg,DRtg,NetRtg,PM_total,PM_per_game,PM_per100,PACE,eFG,TS,FG2_pct,FG3_pct,FT_pct,TOV_pct,AST_ratio,USG_pct,ORB_pct,DRB_pct,TRB_pct,STL_per100poss,BLK_per100poss,Foul_per_poss,FT_allowed_rate_per100,FT_rate
113,林任鴻,高雄全家海神,3,65,80.0,994.0,16.57,16:34,331.33,5.52,05:31,3.0,1.0,3.75,6.52,3.0,1.0,3.75,6.52,1.0,0.33,1.25,2.17,2.0,0.67,2.5,4.35,0.0,0.0,0.0,0.0,1.0,0.33,1.25,2.17,1.0,0.33,1.25,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,1.25,2.17,1.0,0.33,1.25,2.17,1.0,0.33,1.25,2.17,0.0,0.0,0.0,0.0,1.0,0.33,1.25,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,7.5,13.04,33.75,40.0,-6.25,-5.0,-1.67,-6.25,115.9,0.5,0.5,0.0,1.0,,0.0,1.0,3.75,0.07,0.33,0.12,0.0,1.25,0.0,7.5,0.0
83,吳家駿,福爾摩沙夢想家,4,45,54.0,727.0,12.12,12:07,181.75,3.03,03:02,2.0,0.5,3.7,5.94,2.0,0.5,3.7,5.94,1.0,0.25,1.85,2.97,1.0,0.25,1.85,2.97,1.0,0.25,1.85,2.97,1.0,0.25,1.85,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.85,2.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.5,3.7,5.94,1.0,0.25,1.85,2.97,10.0,2.5,18.52,29.71,33.33,35.19,-1.85,-1.0,-0.25,-1.85,106.96,0.5,0.5,1.0,0.0,,0.5,0.0,7.41,0.17,0.0,0.12,0.0,0.0,0.02,18.52,0.0
106,高柏鎧,福爾摩沙夢想家,3,301,368.0,5074.0,84.57,84:34,1691.33,28.19,28:11,43.0,14.33,11.68,18.31,19.0,6.33,5.16,8.09,16.0,5.33,4.35,6.81,19.0,6.33,5.16,8.09,16.0,5.33,4.35,6.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,6.0,4.89,7.66,11.0,3.67,2.99,4.68,10.0,3.33,2.72,4.26,15.0,5.0,4.08,6.39,1.0,0.33,0.27,0.43,3.0,1.0,0.82,1.28,2.0,0.67,0.54,0.85,9.0,3.0,2.45,3.83,15.0,5.0,4.08,6.39,30.0,10.0,8.15,12.77,47.28,36.41,10.87,40.0,13.33,10.87,104.44,0.84,0.8,0.84,,0.61,0.25,0.06,9.76,0.16,0.39,0.25,0.82,0.54,0.04,8.15,0.95
94,簡浩,福爾摩沙夢想家,3,182,225.0,2986.0,49.77,49:46,995.33,16.59,16:35,3.0,1.0,1.33,2.17,8.0,2.67,3.56,5.79,1.0,0.33,0.44,0.72,1.0,0.33,0.44,0.72,0.0,0.0,0.0,0.0,7.0,2.33,3.11,5.06,1.0,0.33,0.44,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,0.44,0.72,6.0,2.0,2.67,4.34,4.0,1.33,1.78,2.89,2.0,0.67,0.89,1.45,0.0,0.0,0.0,0.0,1.0,0.33,0.44,0.72,3.0,1.0,1.33,2.17,41.0,13.67,18.22,29.66,50.67,40.44,10.22,23.0,7.67,10.22,108.51,0.19,0.19,0.0,0.14,,0.11,4.0,4.0,0.04,0.25,0.14,0.89,0.0,0.01,18.22,0.0
111,唐維傑,高雄全家海神,4,32,38.0,500.0,8.33,08:20,125.0,2.08,02:05,4.0,1.0,10.53,17.28,2.0,0.5,5.26,8.64,0.0,0.0,0.0,0.0,1.0,0.25,2.63,4.32,0.0,0.0,0.0,0.0,1.0,0.25,2.63,4.32,0.0,0.0,0.0,0.0,4.0,1.0,10.53,17.28,4.0,1.0,10.53,17.28,1.0,0.25,2.63,4.32,1.0,0.25,2.63,4.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,10.53,17.28,26.32,39.47,-13.16,-5.0,-1.25,-13.16,109.44,0.0,0.53,0.0,0.0,1.0,0.0,,9.89,0.1,0.5,0.17,0.0,0.0,0.0,10.53,2.0
97,史承平,福爾摩沙夢想家,1,2,2.0,3.0,0.05,00:03,3.0,0.05,00:03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,100.0,1440.0,0.0,100.0,-100.0,-2.0,-2.0,-100.0,960.0,,,,,,,,0.0,,,,0.0,0.0,0.0,100.0,
121,吳曉謹,高雄全家海神,3,21,28.0,338.0,5.63,05:38,112.67,1.88,01:53,2.0,0.67,7.14,12.78,3.0,1.0,10.71,19.17,1.0,0.33,3.57,6.39,2.0,0.67,7.14,12.78,1.0,0.33,3.57,6.39,1.0,0.33,3.57,6.39,0.0,0.0,0.0,0.0,1.0,0.33,3.57,6.39,0.0,0.0,0.0,0.0,1.0,0.33,3.57,6.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.67,7.14,12.78,39.29,39.29,0.0,0.0,0.0,0.0,119.29,0.33,0.29,0.5,0.0,0.0,0.0,0.0,12.29,0.2,0.0,0.17,0.0,0.0,0.0,7.14,0.33
21,李愷諺,新北國王,11,1380,1618.0,20994.0,349.9,349:54,1908.55,31.81,31:49,114.0,10.36,7.05,11.73,94.0,8.55,5.81,9.67,39.0,3.55,2.41,4.01,39.0,3.55,2.41,4.01,17.0,1.55,1.05,1.75,55.0,5.0,3.4,5.66,22.0,2.0,1.36,2.26,20.0,1.82,1.24,2.06,14.0,1.27,0.87,1.44,10.0,0.91,0.62,1.03,27.0,2.45,1.67,2.78,25.0,2.27,1.55,2.57,13.0,1.18,0.8,1.34,3.0,0.27,0.19,0.31,13.0,1.18,0.8,1.34,24.0,2.18,1.48,2.47,151.0,13.73,9.33,15.54,45.67,42.89,2.78,45.0,4.09,2.78,110.98,0.53,0.55,0.44,0.4,0.7,0.11,0.64,7.16,0.04,0.24,0.11,0.8,0.19,0.01,9.33,0.21
29,林書緯,新北國王,11,1543,1828.0,23461.0,391.02,391:01,2132.82,35.55,35:33,118.0,10.73,6.46,10.86,115.0,10.45,6.29,10.59,48.0,4.36,2.63,4.42,69.0,6.27,3.77,6.35,36.0,3.27,1.97,3.31,46.0,4.18,2.52,4.24,12.0,1.09,0.66,1.1,17.0,1.55,0.93,1.57,10.0,0.91,0.55,0.92,10.0,0.91,0.55,0.92,21.0,1.91,1.15,1.93,56.0,5.09,3.06,5.16,22.0,2.0,1.2,2.03,1.0,0.09,0.05,0.09,26.0,2.36,1.42,2.39,28.0,2.55,1.53,2.58,167.0,15.18,9.14,15.38,45.46,42.45,3.01,55.0,5.0,3.01,112.2,0.47,0.48,0.52,0.26,0.59,0.18,1.17,8.12,0.04,0.17,0.08,1.2,0.05,0.02,9.14,0.15
30,林書豪,新北國王,10,1368,1617.0,20832.0,347.2,347:12,2083.2,34.72,34:43,210.0,21.0,12.99,21.77,159.0,15.9,9.83,16.49,61.0,6.1,3.77,6.32,75.0,7.5,4.64,7.78,34.0,3.4,2.1,3.53,84.0,8.4,5.19,8.71,27.0,2.7,1.67,2.8,77.0,7.7,4.76,7.98,61.0,6.1,3.77,6.32,11.0,1.1,0.68,1.14,44.0,4.4,2.72,4.56,53.0,5.3,3.28,5.5,15.0,1.5,0.93,1.56,6.0,0.6,0.37,0.62,30.0,3.0,1.86,3.11,39.0,3.9,2.41,4.04,158.0,15.8,9.77,16.38,46.07,41.62,4.45,72.0,7.2,4.45,111.77,0.47,0.54,0.45,0.32,0.79,0.13,0.87,13.78,0.05,0.36,0.15,0.93,0.37,0.02,9.77,0.48
33,曼尼高,新北國王,11,1384,1641.0,20831.0,347.18,347:11,1893.73,31.56,31:34,187.0,17.0,11.4,19.39,143.0,13.0,8.71,14.83,68.0,6.18,4.14,7.05,104.0,9.45,6.34,10.78,52.0,4.73,3.17,5.39,39.0,3.55,2.38,4.04,16.0,1.45,0.98,1.66,51.0,4.64,3.11,5.29,35.0,3.18,2.13,3.63,15.0,1.36,0.91,1.56,80.0,7.27,4.88,8.3,42.0,3.82,2.56,4.36,28.0,2.55,1.71,2.9,5.0,0.45,0.3,0.52,42.0,3.82,2.56,4.36,31.0,2.82,1.89,3.21,167.0,15.18,10.18,17.32,45.83,43.14,2.68,44.0,4.0,2.68,113.44,0.53,0.57,0.5,0.41,0.69,0.2,0.62,12.64,0.06,0.47,0.24,1.71,0.3,0.02,10.18,0.36
34,沃許本,新北國王,9,1097,1276.0,16447.0,274.12,274:07,1827.44,30.46,30:27,155.0,17.22,12.15,20.36,100.0,11.11,7.84,13.13,60.0,6.67,4.7,7.88,92.0,10.22,7.21,12.08,58.0,6.44,4.55,7.62,8.0,0.89,0.63,1.05,2.0,0.22,0.16,0.26,47.0,5.22,3.68,6.17,33.0,3.67,2.59,4.33,24.0,2.67,1.88,3.15,48.0,5.33,3.76,6.3,14.0,1.56,1.1,1.84,5.0,0.56,0.39,0.66,7.0,0.78,0.55,0.92,20.0,2.22,1.57,2.63,18.0,2.0,1.41,2.36,125.0,13.89,9.8,16.42,44.51,42.24,2.27,29.0,3.22,2.27,111.72,0.61,0.64,0.63,0.25,0.7,0.14,0.23,11.03,0.11,0.43,0.22,0.39,0.55,0.01,9.8,0.47
24,蘇士軒,新北國王,11,801,950.0,12295.0,204.92,204:55,1117.73,18.63,18:38,49.0,4.45,5.16,8.61,38.0,3.45,4.0,6.68,18.0,1.64,1.89,3.16,16.0,1.45,1.68,2.81,12.0,1.09,1.26,2.11,22.0,2.0,2.32,3.86,6.0,0.55,0.63,1.05,12.0,1.09,1.26,2.11,7.0,0.64,0.74,1.23,13.0,1.18,1.37,2.28,30.0,2.73,3.16,5.27,13.0,1.18,1.37,2.28,3.0,0.27,0.32,0.53,9.0,0.82,0.95,1.58,13.0,1.18,1.37,2.28,20.0,1.82,2.11,3.51,104.0,9.45,10.95,18.27,45.16,42.11,3.05,29.0,2.64,3.05,111.26,0.55,0.57,0.75,0.27,0.58,0.23,0.72,5.92,0.09,0.37,0.19,0.32,0.95,0.02,10.95,0.32
32,奧帝,新北國王,5,590,701.0,9194.0,153.23,153:14,1838.8,30.65,30:39,79.0,15.8,11.27,18.56,56.0,11.2,7.99,13.16,28.0,5.6,3.99,6.58,22.0,4.4,3.14,5.17,12.0,2.4,1.71,2.82,34.0,6.8,4.85,7.99,16.0,3.2,2.28,3.76,9.0,1.8,1.28,2.11,7.0,1.4,1.0,1.64,4.0,0.8,0.57,0.94,43.0,8.6,6.13,10.1,7.0,1.4,1.0,1.64,9.0,1.8,1.28,2.11,4.0,0.8,0.57,0.94,13.0,2.6,1.85,3.05,21.0,4.2,3.0,4.93,88.0,17.6,12.55,20.67,45.93,41.37,4.56,32.0,6.4,4.56,109.79,0.64,0.66,0.55,0.47,0.78,0.18,0.25,10.41,0.04,0.54,0.25,1.28,0.57,0.03,12.55,0.16
22,簡祐哲,新北國王,11,571,694.0,8547.0,142.45,142:27,777.0,12.95,12:57,42.0,3.82,6.05,10.61,36.0,3.27,5.19,9.1,15.0,1.36,2.16,3.79,11.0,1.0,1.59,2.78,7.0,0.64,1.01,1.77,25.0,2.27,3.6,6.32,8.0,0.73,1.15,2.02,4.0,0.36,0.58,1.01,4.0,0.36,0.58,1.01,14.0,1.27,2.02,3.54,7.0,0.64,1.01,1.77,5.0,0.45,0.72,1.26,6.0,0.55,0.86,1.52,0.0,0.0,0.0,0.0,3.0,0.27,0.43,0.76,22.0,2.0,3.17,5.56,83.0,7.55,11.96,20.98,44.09,42.94,1.15,8.0,0.73,1.15,116.93,0.53,0.56,0.64,0.32,1.0,0.07,0.33,5.87,0.13,0.14,0.13,0.86,0.0,0.03,11.96,0.11
25,林金榜,新北國王,8,101,118.0,1494.0,24.9,24:54,186.75,3.11,03:07,6.0,0.75,5.08,8.67,3.0,0.38,2.54,4.34,2.0,0.25,1.69,2.89,2.0,0.25,1.69,2.89,1.0,0.12,0.85,1.45,1.0,0.12,0.85,1.45,1.0,0.12,0.85,1.45,3.0,0.38,2.54,4.34,1.0,0.12,0.85,1.45,1.0,0.12,0.85,1.45,5.0,0.62,4.24,7.23,3.0,0.38,2.54,4.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.12,0.85,1.45,8.0,1.0,6.78,11.57,16.0,2.0,13.56,23.13,53.39,38.98,14.41,17.0,2.12,14.41,113.73,0.83,0.69,0.5,1.0,0.33,0.19,1.5,4.51,0.06,0.56,0.23,0.0,0.0,0.07,13.56,1.0
26,洪志善,新北國王,8,339,390.0,5196.0,86.6,86:36,649.5,10.82,10:50,11.0,1.38,2.82,4.57,12.0,1.5,3.08,4.99,3.0,0.38,0.77,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.5,3.08,4.99,3.0,0.38,0.77,1.25,2.0,0.25,0.51,0.83,2.0,0.25,0.51,0.83,2.0,0.25,0.51,0.83,2.0,0.25,0.51,0.83,12.0,1.5,3.08,4.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.5,1.03,1.66,7.0,0.88,1.79,2.91,54.0,6.75,13.85,22.45,45.13,47.18,-2.05,-8.0,-1.0,-2.05,108.08,0.38,0.43,,0.25,1.0,0.24,4.0,4.33,0.03,0.11,0.05,0.0,0.0,0.02,13.85,0.17
28,呂政儒,新北國王,9,279,335.0,4185.0,69.75,69:45,465.0,7.75,07:45,29.0,3.22,8.66,14.97,21.0,2.33,6.27,10.84,9.0,1.0,2.69,4.65,2.0,0.22,0.6,1.03,0.0,0.0,0.0,0.0,19.0,2.11,5.67,9.81,9.0,1.0,2.69,4.65,4.0,0.44,1.19,2.06,2.0,0.22,0.6,1.03,3.0,0.33,0.9,1.55,11.0,1.22,3.28,5.68,4.0,0.44,1.19,2.06,2.0,0.22,0.6,1.03,1.0,0.11,0.3,0.52,5.0,0.56,1.49,2.58,6.0,0.67,1.79,3.1,34.0,3.78,10.15,17.55,49.85,40.0,9.85,33.0,3.67,9.85,115.27,0.64,0.64,0.0,0.47,0.5,0.18,0.44,8.29,0.06,0.39,0.18,0.6,0.3,0.02,10.15,0.19
867,桑尼,新北國王,8,1001,1204.0,15431.0,257.18,257:11,1928.88,32.15,32:09,133.0,16.62,11.05,18.62,95.0,11.88,7.89,13.3,43.0,5.38,3.57,6.02,62.0,7.75,5.15,8.68,31.0,3.88,2.57,4.34,33.0,4.12,2.74,4.62,12.0,1.5,1.0,1.68,40.0,5.0,3.32,5.6,35.0,4.38,2.91,4.9,29.0,3.62,2.41,4.06,54.0,6.75,4.49,7.56,13.0,1.62,1.08,1.82,7.0,0.88,0.58,0.98,3.0,0.38,0.25,0.42,25.0,3.12,2.08,3.5,16.0,2.0,1.33,2.24,110.0,13.75,9.14,15.4,46.93,42.03,4.9,59.0,7.38,4.9,112.36,0.52,0.59,0.5,0.36,0.88,0.18,0.3,11.43,0.15,0.44,0.27,0.58,0.25,0.01,9.14,0.42
23,王柏智,新北國王,3,50,56.0,768.0,12.8,12:48,256.0,4.27,04:16,5.0,1.67,8.93,14.06,4.0,1.33,7.14,11.25,2.0,0.67,3.57,5.62,3.0,1.0,5.36,8.44,1.0,0.33,1.79,2.81,1.0,0.33,1.79,2.81,1.0,0.33,1.79,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.67,3.57,5.62,1.0,0.33,1.79,2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,1.79,2.81,1.0,0.33,1.79,2.81,3.0,1.0,5.36,8.44,39.29,44.64,-5.36,-3.0,-1.0,-5.36,105.0,0.62,0.62,0.33,1.0,,0.2,0.5,8.93,0.0,0.5,0.13,0.0,0.0,0.02,5.36,0.0
123,勤明慶,高雄全家海神,1,9,11.0,132.0,2.2,02:12,132.0,2.2,02:12,0.0,0.0,0.0,0.0,1.0,1.0,9.09,16.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.09,16.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,9.09,16.36,0.0,0.0,0.0,0.0,1.0,1.0,9.09,16.36,0.0,0.0,0.0,0.0,1.0,1.0,9.09,16.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.45,18.18,27.27,3.0,3.0,27.27,120.0,0.0,0.0,,0.0,,0.5,,18.18,0.0,1.0,0.33,9.09,0.0,0.0,0.0,0.0
10,雷蒙恩,臺北台新戰神,4,531,634.0,7930.0,132.17,132:10,1982.5,33.04,33:02,55.0,13.75,8.68,14.98,47.0,11.75,7.41,12.8,19.0,4.75,3.0,5.18,26.0,6.5,4.1,7.08,10.0,2.5,1.58,2.72,21.0,5.25,3.31,5.72,9.0,2.25,1.42,2.45,13.0,3.25,2.05,3.54,8.0,2.0,1.26,2.18,7.0,1.75,1.1,1.91,11.0,2.75,1.74,3.0,8.0,2.0,1.26,2.18,6.0,1.5,0.95,1.63,0.0,0.0,0.0,0.0,7.0,1.75,1.1,1.91,12.0,3.0,1.89,3.27,68.0,17.0,10.73,18.52,41.32,47.0,-5.68,-36.0,-9.0,-5.68,115.13,0.5,0.52,0.38,0.43,0.62,0.12,0.42,9.42,0.07,0.19,0.11,0.95,0.0,0.02,10.73,0.28
13,陳冠全,臺北台新戰神,2,83,99.0,1244.0,20.73,20:44,622.0,10.37,10:22,2.0,1.0,2.02,3.47,4.0,2.0,4.04,6.95,1.0,0.5,1.01,1.74,3.0,1.5,3.03,5.21,1.0,0.5,1.01,1.74,1.0,0.5,1.01,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.04,6.95,0.0,0.0,0.0,0.0,1.0,0.5,1.01,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.04,6.95,8.0,4.0,8.08,13.89,28.28,41.41,-13.13,-13.0,-6.5,-13.13,114.6,0.25,0.25,0.33,0.0,,0.0,0.0,4.04,0.0,0.21,0.1,1.01,0.0,0.04,8.08,0.0
14,錢肯尼,臺北台新戰神,4,450,543.0,6894.0,114.9,114:54,1723.5,28.72,28:44,37.0,9.25,6.81,11.59,38.0,9.5,7.0,11.91,14.0,3.5,2.58,4.39,23.0,5.75,4.24,7.21,8.0,2.0,1.47,2.51,15.0,3.75,2.76,4.7,6.0,1.5,1.1,1.88,6.0,1.5,1.1,1.88,3.0,0.75,0.55,0.94,5.0,1.25,0.92,1.57,6.0,1.5,1.1,1.88,6.0,1.5,1.1,1.88,5.0,1.25,0.92,1.57,1.0,0.25,0.18,0.31,5.0,1.25,0.92,1.57,11.0,2.75,2.03,3.45,58.0,14.5,10.68,18.17,37.94,45.67,-7.73,-42.0,-10.5,-7.73,113.42,0.45,0.46,0.35,0.4,0.5,0.11,0.43,8.41,0.05,0.11,0.07,0.92,0.18,0.02,10.68,0.16
3000,麥卡倫,臺北台新戰神,2,293,350.0,4358.0,72.63,72:38,2179.0,36.32,36:19,21.0,10.5,6.0,10.41,29.0,14.5,8.29,14.37,8.0,4.0,2.29,3.97,19.0,9.5,5.43,9.42,6.0,3.0,1.71,2.97,10.0,5.0,2.86,4.96,2.0,1.0,0.57,0.99,4.0,2.0,1.14,1.98,3.0,1.5,0.86,1.49,3.0,1.5,0.86,1.49,9.0,4.5,2.57,4.46,11.0,5.5,3.14,5.45,4.0,2.0,1.14,1.98,0.0,0.0,0.0,0.0,6.0,3.0,1.71,2.97,3.0,1.5,0.86,1.49,39.0,19.5,11.14,19.33,38.29,48.0,-9.71,-34.0,-17.0,-9.71,115.65,0.31,0.34,0.32,0.2,0.75,0.16,1.38,10.5,0.05,0.23,0.12,1.14,0.0,0.01,11.14,0.14
8457,莫爾曼,臺北台新戰神,3,372,447.0,5742.0,95.7,95:42,1914.0,31.9,31:54,62.0,20.67,13.87,23.32,50.0,16.67,11.19,18.81,20.0,6.67,4.47,7.52,30.0,10.0,6.71,11.29,13.0,4.33,2.91,4.89,20.0,6.67,4.47,7.52,7.0,2.33,1.57,2.63,16.0,5.33,3.58,6.02,15.0,5.0,3.36,5.64,5.0,1.67,1.12,1.88,19.0,6.33,4.25,7.15,9.0,3.0,2.01,3.39,2.0,0.67,0.45,0.75,0.0,0.0,0.0,0.0,7.0,2.33,1.57,2.63,11.0,3.67,2.46,4.14,55.0,18.33,12.3,20.69,44.97,47.2,-2.24,-10.0,-3.33,-2.24,112.1,0.47,0.54,0.43,0.35,0.94,0.11,0.45,14.33,0.07,0.32,0.18,0.45,0.0,0.02,12.3,0.32
5,黃聰翰,臺北台新戰神,2,76,97.0,1182.0,19.7,19:42,591.0,9.85,09:51,5.0,2.5,5.15,9.14,10.0,5.0,10.31,18.27,2.0,1.0,2.06,3.65,3.0,1.5,3.09,5.48,1.0,0.5,1.03,1.83,7.0,3.5,7.22,12.79,1.0,0.5,1.03,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.03,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.03,1.83,2.0,1.0,2.06,3.65,5.0,2.5,5.15,9.14,30.93,53.61,-22.68,-22.0,-11.0,-22.68,118.17,0.25,0.25,0.33,0.14,,0.09,0.0,11.34,0.05,0.0,0.03,0.0,0.0,0.02,5.15,0.0
1,丁聖儒,臺北台新戰神,4,310,372.0,4894.0,81.57,81:34,1223.5,20.39,20:24,32.0,8.0,8.6,14.12,30.0,7.5,8.06,13.24,11.0,2.75,2.96,4.85,21.0,5.25,5.65,9.27,6.0,1.5,1.61,2.65,9.0,2.25,2.42,3.97,5.0,1.25,1.34,2.21,8.0,2.0,2.15,3.53,5.0,1.25,1.34,2.21,0.0,0.0,0.0,0.0,4.0,1.0,1.08,1.77,9.0,2.25,2.42,3.97,1.0,0.25,0.27,0.44,0.0,0.0,0.0,0.0,7.0,1.75,1.88,3.09,9.0,2.25,2.42,3.97,24.0,6.0,6.45,10.59,44.62,47.58,-2.96,-11.0,-2.75,-2.96,109.46,0.45,0.48,0.29,0.56,0.62,0.17,0.82,10.89,0.0,0.11,0.04,0.27,0.0,0.02,6.45,0.27
16,米勒,臺北台新戰神,4,467,569.0,6943.0,115.72,115:43,1735.75,28.93,28:56,34.0,8.5,5.98,10.58,28.0,7.0,4.92,8.71,10.0,2.5,1.76,3.11,14.0,3.5,2.46,4.36,6.0,1.5,1.05,1.87,14.0,3.5,2.46,4.36,4.0,1.0,0.7,1.24,12.0,3.0,2.11,3.73,10.0,2.5,1.76,3.11,7.0,1.75,1.23,2.18,23.0,5.75,4.04,7.16,4.0,1.0,0.7,1.24,4.0,1.0,0.7,1.24,3.0,0.75,0.53,0.93,11.0,2.75,1.93,3.42,7.0,1.75,1.23,2.18,65.0,16.25,11.42,20.22,37.08,48.51,-11.42,-65.0,-16.25,-11.42,118.01,0.43,0.51,0.43,0.29,0.83,0.25,0.4,7.78,0.07,0.32,0.17,0.7,0.53,0.01,11.42,0.43
11,蘇奕晉,臺北台新戰神,3,164,196.0,2491.0,41.52,41:31,830.33,13.84,13:50,11.0,3.67,5.61,9.54,9.0,3.0,4.59,7.8,4.0,1.33,2.04,3.47,3.0,1.0,1.53,2.6,1.0,0.33,0.51,0.87,6.0,2.0,3.06,5.2,3.0,1.0,1.53,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.33,2.04,3.47,4.0,1.33,2.04,3.47,3.0,1.0,1.53,2.6,0.0,0.0,0.0,0.0,3.0,1.0,1.53,2.6,3.0,1.0,1.53,2.6,21.0,7.0,10.71,18.21,45.92,47.96,-2.04,-4.0,-1.33,-2.04,113.3,0.61,0.61,0.33,0.5,,0.25,1.0,6.12,0.0,0.24,0.08,1.53,0.0,0.02,10.71,0.0
3,陳文宏,臺北台新戰神,4,331,407.0,4919.0,81.98,81:59,1229.75,20.5,20:30,29.0,7.25,7.13,12.73,21.0,5.25,5.16,9.22,11.0,2.75,2.7,4.83,7.0,1.75,1.72,3.07,6.0,1.5,1.47,2.63,14.0,3.5,3.44,6.15,5.0,1.25,1.23,2.2,4.0,1.0,0.98,1.76,2.0,0.5,0.49,0.88,2.0,0.5,0.49,0.88,11.0,2.75,2.7,4.83,3.0,0.75,0.74,1.32,3.0,0.75,0.74,1.32,0.0,0.0,0.0,0.0,1.0,0.25,0.25,0.44,9.0,2.25,2.21,3.95,52.0,13.0,12.78,22.83,37.59,45.45,-7.86,-32.0,-8.0,-7.86,119.15,0.64,0.64,0.86,0.36,0.5,0.04,0.27,5.84,0.03,0.22,0.11,0.74,0.0,0.02,12.78,0.19
8,王律翔,臺北台新戰神,1,9,12.0,138.0,2.3,02:18,138.0,2.3,02:18,0.0,0.0,0.0,0.0,1.0,1.0,8.33,15.65,0.0,0.0,0.0,0.0,1.0,1.0,8.33,15.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.33,15.65,0.0,0.0,0.0,0.0,16.67,75.0,-58.33,-7.0,-7.0,-58.33,125.22,0.0,0.0,0.0,,,0.0,,8.33,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0
