lineup_size,lineup_player_ids,lineup_player_names,team_name,opp_lineup_size,opp_lineup_player_ids,opp_lineup_player_names,opp_team_name,games_used,stint_count,possessions,sec_played,min_played,min_played_str,sec_per_game,min_per_game,min_per_game_str,PTS,PTS_per_game,PTS_per100,PTS_per36,PTS_allowed,PTS_allowed_per_game,PTS_allowed_per100,PTS_allowed_per36,FGA,FGA_per_game,FGA_per100,FGA_per36,FGM,FGM_per_game,FGM_per100,FGM_per36,2PA,2PA_per_game,2PA_per100,2PA_per36,2PM,2PM_per_game,2PM_per100,2PM_per36,3PA,3PA_per_game,3PA_per100,3PA_per36,3PM,3PM_per_game,3PM_per100,3PM_per36,FTA,FTA_per_game,FTA_per100,FTA_per36,FTM,FTM_per_game,FTM_per100,FTM_per36,ORB,ORB_per_game,ORB_per100,ORB_per36,DRB,DRB_per_game,DRB_per100,DRB_per36,ORB_allowed,ORB_allowed_per_game,ORB_allowed_per100,ORB_allowed_per36,DRB_allowed,DRB_allowed_per_game,DRB_allowed_per100,DRB_allowed_per36,TOV,TOV_per_game,TOV_per100,TOV_per36,AST,AST_per_game,AST_per100,AST_per36,STL,STL_per_game,STL_per100,STL_per36,BLK,BLK_per_game,BLK_per100,BLK_per36,Fouls,Fouls_per_game,Fouls_per100,Fouls_per36,FT_allowed,FT_allowed_per_game,FT_allowed_per100,FT_allowed_per36,ORtg,DRtg,NetRtg,PACE,PM_total,PM_per_game,PM_per100,MIN_total,MIN_per_game,eFG,TS,FG2_pct,FG3_pct,FT_pct,TOV_pct,AST_ratio,ORB_pct,DRB_pct,TRB_pct,STL_pct,BLK_pct,Foul_per_poss,FT_allowed_rate_per100,FT_rate
5,109|110|118|10892|10894,于煥亞/胡瓏貿/蘇文儒/詹姆斯/凱帝,高雄全家海神,2,21|29,李愷諺/林書緯,新北國王,1,39,50.0,657.5,10.96,10:58,657.5,10.96,10:58,21.0,21.0,42.0,68.99,13.0,13.0,26.0,42.71,16.0,16.0,32.0,52.56,8.0,8.0,16.0,26.28,9.0,9.0,18.0,29.57,7.0,7.0,14.0,23.0,7.0,7.0,14.0,23.0,1.0,1.0,2.0,3.29,3.0,3.0,6.0,9.86,2.0,2.0,4.0,6.57,2.0,2.0,4.0,6.57,7.0,7.0,14.0,23.0,7.0,7.0,14.0,23.0,9.0,9.0,18.0,29.57,4.0,4.0,8.0,13.14,3.0,3.0,6.0,9.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,13.14,6.0,6.0,12.0,19.71,42.0,26.0,16.0,109.51,8.0,8.0,16.0,10.96,10.96,0.53,0.61,0.78,0.14,0.67,0.19,0.38,0.18,0.5,0.36,0.0,0.0,0.08,12.0,0.19
5,109|110|118|10892|10894,于煥亞/胡瓏貿/蘇文儒/詹姆斯/凱帝,高雄全家海神,2,21|867,李愷諺/桑尼,新北國王,1,42,55.0,640.55,10.68,10:41,640.55,10.68,10:41,24.0,24.0,43.64,80.93,15.0,15.0,27.27,50.58,19.0,19.0,34.55,64.07,10.0,10.0,18.18,33.72,11.0,11.0,20.0,37.09,9.0,9.0,16.36,30.35,8.0,8.0,14.55,26.98,1.0,1.0,1.82,3.37,4.0,4.0,7.27,13.49,3.0,3.0,5.45,10.12,3.0,3.0,5.45,10.12,7.0,7.0,12.73,23.6,8.0,8.0,14.55,26.98,8.0,8.0,14.55,26.98,4.0,4.0,7.27,13.49,4.0,4.0,7.27,13.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,7.27,13.49,8.0,8.0,14.55,26.98,43.64,27.27,16.36,123.64,9.0,9.0,16.36,10.68,10.68,0.55,0.58,0.82,0.12,0.75,0.16,0.4,0.27,0.47,0.38,0.0,0.0,0.07,14.55,0.21
5,109|110|118|10892|10894,于煥亞/胡瓏貿/蘇文儒/詹姆斯/凱帝,高雄全家海神,2,21|10875,李愷諺/傑登,新北國王,2,42,55.0,720.34,12.01,12:00,360.17,6.0,06:00,19.0,9.5,34.55,56.97,14.0,7.0,25.45,41.98,20.0,10.0,36.36,59.97,8.0,4.0,14.55,23.99,10.0,5.0,18.18,29.99,6.0,3.0,10.91,17.99,10.0,5.0,18.18,29.99,2.0,1.0,3.64,6.0,1.0,0.5,1.82,3.0,1.0,0.5,1.82,3.0,4.0,2.0,7.27,11.99,8.0,4.0,14.55,23.99,7.0,3.5,12.73,20.99,13.0,6.5,23.64,38.98,5.0,2.5,9.09,14.99,3.0,1.5,5.45,9.0,1.0,0.5,1.82,3.0,0.0,0.0,0.0,0.0,3.0,1.5,5.45,9.0,6.0,3.0,10.91,17.99,34.55,25.45,9.09,109.95,5.0,2.5,9.09,12.01,6.0,0.45,0.46,0.6,0.2,1.0,0.2,0.38,0.24,0.53,0.38,1.82,0.0,0.05,10.91,0.05
5,39|40|10877|10880|10881,魏嘉豪/謝亞軒/阿巴西/內馬/飛克,新北中信特攻,2,21|29,李愷諺/林書緯,新北國王,2,41,48.0,685.14,11.42,11:25,342.57,5.71,05:43,29.0,14.5,60.42,91.43,16.0,8.0,33.33,50.44,20.0,10.0,41.67,63.05,9.0,4.5,18.75,28.37,13.0,6.5,27.08,40.98,6.0,3.0,12.5,18.92,7.0,3.5,14.58,22.07,3.0,1.5,6.25,9.46,8.0,4.0,16.67,25.22,8.0,4.0,16.67,25.22,6.0,3.0,12.5,18.92,5.0,2.5,10.42,15.76,2.0,1.0,4.17,6.31,10.0,5.0,20.83,31.53,1.0,0.5,2.08,3.15,8.0,4.0,16.67,25.22,1.0,0.5,2.08,3.15,0.0,0.0,0.0,0.0,8.0,4.0,16.67,25.22,3.0,1.5,6.25,9.46,60.42,33.33,27.08,100.88,13.0,6.5,27.08,11.42,5.71,0.52,0.62,0.46,0.43,1.0,0.04,0.89,0.38,0.71,0.48,2.08,0.0,0.17,6.25,0.4
5,39|40|10877|10880|10881,魏嘉豪/謝亞軒/阿巴西/內馬/飛克,新北中信特攻,2,29|10874,林書緯/熊祥泰,新北國王,2,51,58.0,790.03,13.17,13:10,395.02,6.58,06:35,32.0,16.0,55.17,87.49,21.0,10.5,36.21,57.42,21.0,10.5,36.21,57.42,12.0,6.0,20.69,32.81,15.0,7.5,25.86,41.01,10.0,5.0,17.24,27.34,6.0,3.0,10.34,16.4,2.0,1.0,3.45,5.47,6.0,3.0,10.34,16.4,6.0,3.0,10.34,16.4,2.0,1.0,3.45,5.47,7.0,3.5,12.07,19.14,4.0,2.0,6.9,10.94,12.0,6.0,20.69,32.81,3.0,1.5,5.17,8.2,11.0,5.5,18.97,30.07,2.0,1.0,3.45,5.47,0.0,0.0,0.0,0.0,8.0,4.0,13.79,21.87,2.0,1.0,3.45,5.47,55.17,36.21,18.97,105.72,11.0,5.5,18.97,13.17,6.58,0.62,0.68,0.67,0.33,1.0,0.11,0.92,0.14,0.64,0.36,3.45,0.0,0.14,3.45,0.29
5,39|40|10877|10880|10881,魏嘉豪/謝亞軒/阿巴西/內馬/飛克,新北中信特攻,2,29|10876,林書緯/尚迪,新北國王,1,38,46.0,633.1,10.55,10:33,633.1,10.55,10:33,25.0,25.0,54.35,85.29,12.0,12.0,26.09,40.94,20.0,20.0,43.48,68.24,9.0,9.0,19.57,30.71,13.0,13.0,28.26,44.35,6.0,6.0,13.04,20.47,7.0,7.0,15.22,23.88,3.0,3.0,6.52,10.24,2.0,2.0,4.35,6.82,2.0,2.0,4.35,6.82,5.0,5.0,10.87,17.06,6.0,6.0,13.04,20.47,3.0,3.0,6.52,10.24,10.0,10.0,21.74,34.12,1.0,1.0,2.17,3.41,9.0,9.0,19.57,30.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,17.39,27.29,3.0,3.0,6.52,10.24,54.35,26.09,28.26,104.63,13.0,13.0,28.26,10.55,10.55,0.52,0.6,0.46,0.43,1.0,0.05,1.0,0.33,0.67,0.46,0.0,0.0,0.17,6.52,0.1
5,39|40|10877|10880|10881,魏嘉豪/謝亞軒/阿巴西/內馬/飛克,新北中信特攻,2,29|34,林書緯/沃許本,新北國王,3,54,62.0,794.18,13.24,13:14,264.73,4.41,04:25,31.0,10.33,50.0,84.31,23.0,7.67,37.1,62.56,23.0,7.67,37.1,62.56,12.0,4.0,19.35,32.64,16.0,5.33,25.81,43.52,9.0,3.0,14.52,24.48,7.0,2.33,11.29,19.04,3.0,1.0,4.84,8.16,6.0,2.0,9.68,16.32,6.0,2.0,9.68,16.32,4.0,1.33,6.45,10.88,7.0,2.33,11.29,19.04,3.0,1.0,4.84,8.16,10.0,3.33,16.13,27.2,5.0,1.67,8.06,13.6,11.0,3.67,17.74,29.92,3.0,1.0,4.84,8.16,0.0,0.0,0.0,0.0,8.0,2.67,12.9,21.76,7.0,2.33,11.29,19.04,50.0,37.1,12.9,112.42,8.0,2.67,12.9,13.24,4.41,0.59,0.6,0.56,0.43,1.0,0.16,0.92,0.29,0.7,0.46,4.84,0.0,0.13,11.29,0.26
5,39|40|10877|10880|10881,魏嘉豪/謝亞軒/阿巴西/內馬/飛克,新北中信特攻,2,34|10874,沃許本/熊祥泰,新北國王,2,45,49.0,665.92,11.1,11:06,332.96,5.55,05:33,29.0,14.5,59.18,94.07,21.0,10.5,42.86,68.12,18.0,9.0,36.73,58.39,11.0,5.5,22.45,35.68,13.0,6.5,26.53,42.17,9.0,4.5,18.37,29.19,5.0,2.5,10.2,16.22,2.0,1.0,4.08,6.49,8.0,4.0,16.33,25.95,7.0,3.5,14.29,22.71,1.0,0.5,2.04,3.24,7.0,3.5,14.29,22.71,2.0,1.0,4.08,6.49,8.0,4.0,16.33,25.95,3.0,1.5,6.12,9.73,10.0,5.0,20.41,32.44,2.0,1.0,4.08,6.49,0.0,0.0,0.0,0.0,6.0,3.0,12.24,19.46,2.0,1.0,4.08,6.49,59.18,42.86,16.33,105.96,8.0,4.0,16.33,11.1,5.55,0.67,0.67,0.69,0.4,0.88,0.12,0.91,0.11,0.78,0.44,4.08,0.0,0.12,4.08,0.44
5,54|57|62|68|10860,高錦瑋/莊博元/王皓吉/克羅馬/麥卡洛,桃園台啤永豐雲豹,2,89|103,蔣淯安/忻沃克,福爾摩沙夢想家,1,46,56.0,751.79,12.53,12:32,751.79,12.53,12:32,19.0,19.0,33.93,54.59,30.0,30.0,53.57,86.19,19.0,19.0,33.93,54.59,8.0,8.0,14.29,22.99,12.0,12.0,21.43,34.48,6.0,6.0,10.71,17.24,7.0,7.0,12.5,20.11,2.0,2.0,3.57,5.75,1.0,1.0,1.79,2.87,1.0,1.0,1.79,2.87,1.0,1.0,1.79,2.87,9.0,9.0,16.07,25.86,5.0,5.0,8.93,14.37,8.0,8.0,14.29,22.99,6.0,6.0,10.71,17.24,4.0,4.0,7.14,11.49,3.0,3.0,5.36,8.62,1.0,1.0,1.79,2.87,6.0,6.0,10.71,17.24,4.0,4.0,7.14,11.49,33.93,53.57,-19.64,107.26,-11.0,-11.0,-19.64,12.53,12.53,0.47,0.49,0.5,0.29,1.0,0.24,0.5,0.11,0.64,0.43,5.36,1.79,0.11,7.14,0.05
5,54|57|62|68|10860,高錦瑋/莊博元/王皓吉/克羅馬/麥卡洛,桃園台啤永豐雲豹,2,89|10889,蔣淯安/恩尼斯,福爾摩沙夢想家,1,42,52.0,699.4,11.66,11:39,699.4,11.66,11:39,19.0,19.0,36.54,58.68,25.0,25.0,48.08,77.21,17.0,17.0,32.69,52.5,8.0,8.0,15.38,24.71,11.0,11.0,21.15,33.97,6.0,6.0,11.54,18.53,6.0,6.0,11.54,18.53,2.0,2.0,3.85,6.18,1.0,1.0,1.92,3.09,1.0,1.0,1.92,3.09,1.0,1.0,1.92,3.09,7.0,7.0,13.46,21.62,5.0,5.0,9.62,15.44,8.0,8.0,15.38,24.71,6.0,6.0,11.54,18.53,4.0,4.0,7.69,12.35,3.0,3.0,5.77,9.27,0.0,0.0,0.0,0.0,5.0,5.0,9.62,15.44,4.0,4.0,7.69,12.35,36.54,48.08,-11.54,107.06,-6.0,-6.0,-11.54,11.66,11.66,0.53,0.54,0.55,0.33,1.0,0.26,0.5,0.11,0.58,0.38,5.77,0.0,0.1,7.69,0.06
