lineup_size,team_name,lineup_player_ids,lineup_player_names,games_used,stint_count,possessions,sec_played,min_played,min_played_str,sec_per_game,min_per_game,min_per_game_str,PTS,PTS_per_game,PTS_per100,PTS_per36,PTS_allowed,PTS_allowed_per_game,PTS_allowed_per100,PTS_allowed_per36,FGA,FGA_per_game,FGA_per100,FGA_per36,FGM,FGM_per_game,FGM_per100,FGM_per36,2PA,2PA_per_game,2PA_per100,2PA_per36,2PM,2PM_per_game,2PM_per100,2PM_per36,3PA,3PA_per_game,3PA_per100,3PA_per36,3PM,3PM_per_game,3PM_per100,3PM_per36,FTA,FTA_per_game,FTA_per100,FTA_per36,FTM,FTM_per_game,FTM_per100,FTM_per36,ORB,ORB_per_game,ORB_per100,ORB_per36,DRB,DRB_per_game,DRB_per100,DRB_per36,ORB_allowed,ORB_allowed_per_game,ORB_allowed_per100,ORB_allowed_per36,DRB_allowed,DRB_allowed_per_game,DRB_allowed_per100,DRB_allowed_per36,TOV,TOV_per_game,TOV_per100,TOV_per36,AST,AST_per_game,AST_per100,AST_per36,STL,STL_per_game,STL_per100,STL_per36,BLK,BLK_per_game,BLK_per100,BLK_per36,Fouls,Fouls_per_game,Fouls_per100,Fouls_per36,FT_allowed,FT_allowed_per_game,FT_allowed_per100,FT_allowed_per36,ORtg,DRtg,NetRtg,PACE,PM_total,PM_per_game,PM_per100,MIN_total,MIN_per_game,eFG,TS,FG2_pct,FG3_pct,FT_pct,TOV_pct,AST_ratio,ORB_pct,DRB_pct,TRB_pct,STL_pct,BLK_pct,Foul_per_poss,FT_allowed_rate_per100,FT_rate
3,新北中信特攻,43|44|8889,林韋翰/黃泓瀚/馬可,1,42,48.0,682.84,11.38,11:23,682.84,11.38,11:23,30.0,30.0,62.5,94.9,15.0,15.0,31.25,47.45,19.0,19.0,39.58,60.1,13.0,13.0,27.08,41.12,12.0,12.0,25.0,37.96,11.0,11.0,22.92,34.8,7.0,7.0,14.58,22.14,2.0,2.0,4.17,6.33,2.0,2.0,4.17,6.33,2.0,2.0,4.17,6.33,1.0,1.0,2.08,3.16,5.0,5.0,10.42,15.82,5.0,5.0,10.42,15.82,11.0,11.0,22.92,34.8,2.0,2.0,4.17,6.33,5.0,5.0,10.42,15.82,2.0,2.0,4.17,6.33,1.0,1.0,2.08,3.16,5.0,5.0,10.42,15.82,2.0,2.0,4.17,6.33,62.5,31.25,31.25,101.22,15.0,15.0,31.25,11.38,11.38,0.74,0.75,0.92,0.29,1.0,0.09,0.38,0.08,0.5,0.27,4.17,2.08,0.1,4.17,0.11
3,新北中信特攻,43|44|10877,林韋翰/黃泓瀚/阿巴西,1,42,48.0,682.84,11.38,11:23,682.84,11.38,11:23,30.0,30.0,62.5,94.9,15.0,15.0,31.25,47.45,19.0,19.0,39.58,60.1,13.0,13.0,27.08,41.12,12.0,12.0,25.0,37.96,11.0,11.0,22.92,34.8,7.0,7.0,14.58,22.14,2.0,2.0,4.17,6.33,2.0,2.0,4.17,6.33,2.0,2.0,4.17,6.33,1.0,1.0,2.08,3.16,5.0,5.0,10.42,15.82,5.0,5.0,10.42,15.82,11.0,11.0,22.92,34.8,2.0,2.0,4.17,6.33,5.0,5.0,10.42,15.82,2.0,2.0,4.17,6.33,1.0,1.0,2.08,3.16,5.0,5.0,10.42,15.82,2.0,2.0,4.17,6.33,62.5,31.25,31.25,101.22,15.0,15.0,31.25,11.38,11.38,0.74,0.75,0.92,0.29,1.0,0.09,0.38,0.08,0.5,0.27,4.17,2.08,0.1,4.17,0.11
3,新北中信特攻,43|44|10881,林韋翰/黃泓瀚/飛克,1,42,48.0,682.84,11.38,11:23,682.84,11.38,11:23,30.0,30.0,62.5,94.9,15.0,15.0,31.25,47.45,19.0,19.0,39.58,60.1,13.0,13.0,27.08,41.12,12.0,12.0,25.0,37.96,11.0,11.0,22.92,34.8,7.0,7.0,14.58,22.14,2.0,2.0,4.17,6.33,2.0,2.0,4.17,6.33,2.0,2.0,4.17,6.33,1.0,1.0,2.08,3.16,5.0,5.0,10.42,15.82,5.0,5.0,10.42,15.82,11.0,11.0,22.92,34.8,2.0,2.0,4.17,6.33,5.0,5.0,10.42,15.82,2.0,2.0,4.17,6.33,1.0,1.0,2.08,3.16,5.0,5.0,10.42,15.82,2.0,2.0,4.17,6.33,62.5,31.25,31.25,101.22,15.0,15.0,31.25,11.38,11.38,0.74,0.75,0.92,0.29,1.0,0.09,0.38,0.08,0.5,0.27,4.17,2.08,0.1,4.17,0.11
3,新北中信特攻,43|8889|10877,林韋翰/馬可/阿巴西,1,115,131.0,1769.62,29.49,29:30,1769.62,29.49,29:30,57.0,57.0,43.51,69.57,47.0,47.0,35.88,57.37,52.0,52.0,39.69,63.47,22.0,22.0,16.79,26.85,26.0,26.0,19.85,31.74,16.0,16.0,12.21,19.53,26.0,26.0,19.85,31.74,6.0,6.0,4.58,7.32,9.0,9.0,6.87,10.99,7.0,7.0,5.34,8.54,6.0,6.0,4.58,7.32,23.0,23.0,17.56,28.07,7.0,7.0,5.34,8.54,22.0,22.0,16.79,26.85,10.0,10.0,7.63,12.21,10.0,10.0,7.63,12.21,4.0,4.0,3.05,4.88,2.0,2.0,1.53,2.44,11.0,11.0,8.4,13.43,7.0,7.0,5.34,8.54,43.51,35.88,7.63,106.6,10.0,10.0,7.63,29.49,29.49,0.48,0.51,0.62,0.23,0.78,0.15,0.45,0.21,0.77,0.5,3.05,1.53,0.08,5.34,0.17
3,新北中信特攻,43|8889|10881,林韋翰/馬可/飛克,1,69,79.0,1084.98,18.08,18:05,1084.98,18.08,18:05,40.0,40.0,50.63,79.63,26.0,26.0,32.91,51.76,30.0,30.0,37.97,59.72,16.0,16.0,20.25,31.85,15.0,15.0,18.99,29.86,12.0,12.0,15.19,23.89,15.0,15.0,18.99,29.86,4.0,4.0,5.06,7.96,4.0,4.0,5.06,7.96,4.0,4.0,5.06,7.96,3.0,3.0,3.8,5.97,11.0,11.0,13.92,21.9,6.0,6.0,7.59,11.94,16.0,16.0,20.25,31.85,6.0,6.0,7.59,11.94,7.0,7.0,8.86,13.94,2.0,2.0,2.53,3.98,1.0,1.0,1.27,1.99,7.0,7.0,8.86,13.94,6.0,6.0,7.59,11.94,50.63,32.91,17.72,104.85,14.0,14.0,17.72,18.08,18.08,0.6,0.63,0.8,0.27,1.0,0.16,0.44,0.16,0.65,0.39,2.53,1.27,0.09,7.59,0.13
3,新北中信特攻,43|10877|10881,林韋翰/阿巴西/飛克,1,69,79.0,1083.98,18.07,18:04,1083.98,18.07,18:04,40.0,40.0,50.63,79.71,26.0,26.0,32.91,51.81,30.0,30.0,37.97,59.78,16.0,16.0,20.25,31.88,15.0,15.0,18.99,29.89,12.0,12.0,15.19,23.91,15.0,15.0,18.99,29.89,4.0,4.0,5.06,7.97,4.0,4.0,5.06,7.97,4.0,4.0,5.06,7.97,3.0,3.0,3.8,5.98,11.0,11.0,13.92,21.92,6.0,6.0,7.59,11.96,16.0,16.0,20.25,31.88,6.0,6.0,7.59,11.96,7.0,7.0,8.86,13.95,2.0,2.0,2.53,3.99,1.0,1.0,1.27,1.99,7.0,7.0,8.86,13.95,6.0,6.0,7.59,11.96,50.63,32.91,17.72,104.95,14.0,14.0,17.72,18.07,18.07,0.6,0.63,0.8,0.27,1.0,0.16,0.44,0.16,0.65,0.39,2.53,1.27,0.09,7.59,0.13
3,新北中信特攻,44|8889|10877,黃泓瀚/馬可/阿巴西,1,43,49.0,683.5,11.39,11:24,683.5,11.39,11:24,30.0,30.0,61.22,94.81,16.0,16.0,32.65,50.56,19.0,19.0,38.78,60.04,13.0,13.0,26.53,41.08,12.0,12.0,24.49,37.92,11.0,11.0,22.45,34.76,7.0,7.0,14.29,22.12,2.0,2.0,4.08,6.32,2.0,2.0,4.08,6.32,2.0,2.0,4.08,6.32,1.0,1.0,2.04,3.16,5.0,5.0,10.2,15.8,5.0,5.0,10.2,15.8,11.0,11.0,22.45,34.76,2.0,2.0,4.08,6.32,5.0,5.0,10.2,15.8,2.0,2.0,4.08,6.32,1.0,1.0,2.04,3.16,5.0,5.0,10.2,15.8,4.0,4.0,8.16,12.64,61.22,32.65,28.57,103.23,14.0,14.0,28.57,11.39,11.39,0.74,0.75,0.92,0.29,1.0,0.09,0.38,0.08,0.5,0.27,4.08,2.04,0.1,8.16,0.11
3,新北中信特攻,44|8889|10881,黃泓瀚/馬可/飛克,1,54,62.0,865.4,14.42,14:25,865.4,14.42,14:25,37.0,37.0,59.68,92.35,27.0,27.0,43.55,67.39,23.0,23.0,37.1,57.41,15.0,15.0,24.19,37.44,12.0,12.0,19.35,29.95,11.0,11.0,17.74,27.46,11.0,11.0,17.74,27.46,4.0,4.0,6.45,9.98,4.0,4.0,6.45,9.98,3.0,3.0,4.84,7.49,1.0,1.0,1.61,2.5,7.0,7.0,11.29,17.47,6.0,6.0,9.68,14.98,12.0,12.0,19.35,29.95,2.0,2.0,3.23,4.99,7.0,7.0,11.29,17.47,2.0,2.0,3.23,4.99,1.0,1.0,1.61,2.5,6.0,6.0,9.68,14.98,4.0,4.0,6.45,9.98,59.68,43.55,16.13,103.17,10.0,10.0,16.13,14.42,14.42,0.74,0.75,0.92,0.36,0.75,0.07,0.47,0.08,0.54,0.31,3.23,1.61,0.1,6.45,0.17
3,新北中信特攻,44|10877|10881,黃泓瀚/阿巴西/飛克,1,43,49.0,683.5,11.39,11:24,683.5,11.39,11:24,30.0,30.0,61.22,94.81,16.0,16.0,32.65,50.56,19.0,19.0,38.78,60.04,13.0,13.0,26.53,41.08,12.0,12.0,24.49,37.92,11.0,11.0,22.45,34.76,7.0,7.0,14.29,22.12,2.0,2.0,4.08,6.32,2.0,2.0,4.08,6.32,2.0,2.0,4.08,6.32,1.0,1.0,2.04,3.16,5.0,5.0,10.2,15.8,5.0,5.0,10.2,15.8,11.0,11.0,22.45,34.76,2.0,2.0,4.08,6.32,5.0,5.0,10.2,15.8,2.0,2.0,4.08,6.32,1.0,1.0,2.04,3.16,5.0,5.0,10.2,15.8,4.0,4.0,8.16,12.64,61.22,32.65,28.57,103.23,14.0,14.0,28.57,11.39,11.39,0.74,0.75,0.92,0.29,1.0,0.09,0.38,0.08,0.5,0.27,4.08,2.04,0.1,8.16,0.11
3,新北中信特攻,8889|10877|10881,馬可/阿巴西/飛克,1,79,91.0,1240.23,20.67,20:40,1240.23,20.67,20:40,46.0,46.0,50.55,80.11,34.0,34.0,37.36,59.21,34.0,34.0,37.36,59.21,17.0,17.0,18.68,29.61,16.0,16.0,17.58,27.87,12.0,12.0,13.19,20.9,18.0,18.0,19.78,31.35,5.0,5.0,5.49,8.71,7.0,7.0,7.69,12.19,7.0,7.0,7.69,12.19,4.0,4.0,4.4,6.97,13.0,13.0,14.29,22.64,7.0,7.0,7.69,12.19,17.0,17.0,18.68,29.61,6.0,6.0,6.59,10.45,8.0,8.0,8.79,13.93,2.0,2.0,2.2,3.48,1.0,1.0,1.1,1.74,9.0,9.0,9.89,15.67,10.0,10.0,10.99,17.42,50.55,37.36,13.19,105.66,12.0,12.0,13.19,20.67,20.67,0.57,0.62,0.75,0.28,1.0,0.14,0.47,0.19,0.65,0.41,2.2,1.1,0.1,10.99,0.21
3,臺北台新戰神,1|5|14,丁聖儒/黃聰翰/錢肯尼,1,107,125.0,1766.78,29.45,29:27,1766.78,29.45,29:27,60.0,60.0,48.0,73.35,54.0,54.0,43.2,66.02,51.0,51.0,40.8,62.35,23.0,23.0,18.4,28.12,26.0,26.0,20.8,31.79,14.0,14.0,11.2,17.12,25.0,25.0,20.0,30.56,9.0,9.0,7.2,11.0,7.0,7.0,5.6,8.56,5.0,5.0,4.0,6.11,9.0,9.0,7.2,11.0,20.0,20.0,16.0,24.45,4.0,4.0,3.2,4.89,23.0,23.0,18.4,28.12,9.0,9.0,7.2,11.0,10.0,10.0,8.0,12.23,4.0,4.0,3.2,4.89,1.0,1.0,0.8,1.22,10.0,10.0,8.0,12.23,5.0,5.0,4.0,6.11,48.0,43.2,4.8,101.88,6.0,6.0,4.8,29.45,29.45,0.54,0.55,0.54,0.36,0.71,0.14,0.43,0.28,0.83,0.52,3.2,0.8,0.08,4.0,0.14
3,臺北台新戰神,1|5|13907,丁聖儒/黃聰翰/梅克,1,108,121.0,1690.47,28.17,28:10,1690.47,28.17,28:10,48.0,48.0,39.67,61.33,46.0,46.0,38.02,58.78,46.0,46.0,38.02,58.78,18.0,18.0,14.88,23.0,22.0,22.0,18.18,28.11,12.0,12.0,9.92,15.33,24.0,24.0,19.83,30.67,6.0,6.0,4.96,7.67,8.0,8.0,6.61,10.22,6.0,6.0,4.96,7.67,7.0,7.0,5.79,8.94,21.0,21.0,17.36,26.83,5.0,5.0,4.13,6.39,25.0,25.0,20.66,31.94,10.0,10.0,8.26,12.78,11.0,11.0,9.09,14.06,5.0,5.0,4.13,6.39,1.0,1.0,0.83,1.28,9.0,9.0,7.44,11.5,12.0,12.0,9.92,15.33,39.67,38.02,1.65,103.07,2.0,2.0,1.65,28.17,28.17,0.46,0.48,0.55,0.25,0.75,0.17,0.61,0.22,0.81,0.48,4.13,0.83,0.07,9.92,0.17
3,臺北台新戰神,1|5|14845,丁聖儒/黃聰翰/恩多,1,84,99.0,1433.11,23.89,23:53,1433.11,23.89,23:53,51.0,51.0,51.52,76.87,44.0,44.0,44.44,66.32,40.0,40.0,40.4,60.29,19.0,19.0,19.19,28.64,22.0,22.0,22.22,33.16,10.0,10.0,10.1,15.07,18.0,18.0,18.18,27.13,9.0,9.0,9.09,13.56,5.0,5.0,5.05,7.54,4.0,4.0,4.04,6.03,8.0,8.0,8.08,12.06,14.0,14.0,14.14,21.1,3.0,3.0,3.03,4.52,17.0,17.0,17.17,25.62,7.0,7.0,7.07,10.55,8.0,8.0,8.08,12.06,2.0,2.0,2.02,3.01,1.0,1.0,1.01,1.51,9.0,9.0,9.09,13.56,3.0,3.0,3.03,4.52,51.52,44.44,7.07,99.48,7.0,7.0,7.07,23.89,23.89,0.59,0.6,0.45,0.5,0.8,0.14,0.42,0.32,0.82,0.52,2.02,1.01,0.09,3.03,0.12
3,臺北台新戰神,1|14|13907,丁聖儒/錢肯尼/梅克,1,80,93.0,1305.18,21.75,21:45,1305.18,21.75,21:45,38.0,38.0,40.86,62.89,40.0,40.0,43.01,66.2,39.0,39.0,41.94,64.54,15.0,15.0,16.13,24.82,18.0,18.0,19.35,29.79,10.0,10.0,10.75,16.55,21.0,21.0,22.58,34.75,5.0,5.0,5.38,8.27,4.0,4.0,4.3,6.62,3.0,3.0,3.23,4.96,8.0,8.0,8.6,13.24,16.0,16.0,17.2,26.48,3.0,3.0,3.23,4.96,16.0,16.0,17.2,26.48,8.0,8.0,8.6,13.24,7.0,7.0,7.53,11.58,4.0,4.0,4.3,6.62,3.0,3.0,3.23,4.96,5.0,5.0,5.38,8.27,3.0,3.0,3.23,4.96,40.86,43.01,-2.15,102.61,-2.0,-2.0,-2.15,21.75,21.75,0.45,0.47,0.56,0.24,0.75,0.16,0.47,0.33,0.84,0.56,4.3,3.23,0.05,3.23,0.1
3,臺北台新戰神,1|14|14845,丁聖儒/錢肯尼/恩多,1,79,94.0,1363.11,22.72,22:43,1363.11,22.72,22:43,48.0,48.0,51.06,76.06,44.0,44.0,46.81,69.72,38.0,38.0,40.43,60.22,18.0,18.0,19.15,28.52,21.0,21.0,22.34,33.28,10.0,10.0,10.64,15.85,17.0,17.0,18.09,26.94,8.0,8.0,8.51,12.68,5.0,5.0,5.32,7.92,4.0,4.0,4.26,6.34,8.0,8.0,8.51,12.68,13.0,13.0,13.83,20.6,3.0,3.0,3.19,4.75,15.0,15.0,15.96,23.77,7.0,7.0,7.45,11.09,7.0,7.0,7.45,11.09,2.0,2.0,2.13,3.17,1.0,1.0,1.06,1.58,9.0,9.0,9.57,14.26,3.0,3.0,3.19,4.75,51.06,46.81,4.26,99.3,4.0,4.0,4.26,22.72,22.72,0.58,0.6,0.48,0.47,0.8,0.15,0.39,0.35,0.81,0.54,2.13,1.06,0.1,3.19,0.13
3,臺北台新戰神,1|13907|14845,丁聖儒/梅克/恩多,1,42,49.0,740.21,12.34,12:20,740.21,12.34,12:20,22.0,22.0,44.9,64.2,23.0,23.0,46.94,67.12,21.0,21.0,42.86,61.28,8.0,8.0,16.33,23.34,10.0,10.0,20.41,29.18,4.0,4.0,8.16,11.67,11.0,11.0,22.45,32.1,4.0,4.0,8.16,11.67,2.0,2.0,4.08,5.84,2.0,2.0,4.08,5.84,5.0,5.0,10.2,14.59,8.0,8.0,16.33,23.34,2.0,2.0,4.08,5.84,7.0,7.0,14.29,20.43,3.0,3.0,6.12,8.75,3.0,3.0,6.12,8.75,1.0,1.0,2.04,2.92,1.0,1.0,2.04,2.92,3.0,3.0,6.12,8.75,1.0,1.0,2.04,2.92,44.9,46.94,-2.04,95.32,-1.0,-1.0,-2.04,12.34,12.34,0.48,0.5,0.4,0.36,1.0,0.12,0.38,0.42,0.8,0.59,2.04,2.04,0.06,2.04,0.1
3,臺北台新戰神,5|14|13907,黃聰翰/錢肯尼/梅克,1,74,85.0,1188.77,19.81,19:49,1188.77,19.81,19:49,34.0,34.0,40.0,61.78,36.0,36.0,42.35,65.41,35.0,35.0,41.18,63.59,13.0,13.0,15.29,23.62,16.0,16.0,18.82,29.07,8.0,8.0,9.41,14.54,19.0,19.0,22.35,34.52,5.0,5.0,5.88,9.08,4.0,4.0,4.71,7.27,3.0,3.0,3.53,5.45,6.0,6.0,7.06,10.9,16.0,16.0,18.82,29.07,4.0,4.0,4.71,7.27,15.0,15.0,17.65,27.25,5.0,5.0,5.88,9.08,6.0,6.0,7.06,10.9,3.0,3.0,3.53,5.45,1.0,1.0,1.18,1.82,4.0,4.0,4.71,7.27,4.0,4.0,4.71,7.27,40.0,42.35,-2.35,102.96,-2.0,-2.0,-2.35,19.81,19.81,0.44,0.46,0.5,0.26,0.75,0.12,0.46,0.29,0.8,0.54,3.53,1.18,0.05,4.71,0.11
