lineup_size,team_name,lineup_player_ids,lineup_player_names,games_used,stint_count,possessions,sec_played,min_played,min_played_str,sec_per_game,min_per_game,min_per_game_str,PTS,PTS_per_game,PTS_per100,PTS_per36,PTS_allowed,PTS_allowed_per_game,PTS_allowed_per100,PTS_allowed_per36,FGA,FGA_per_game,FGA_per100,FGA_per36,FGM,FGM_per_game,FGM_per100,FGM_per36,2PA,2PA_per_game,2PA_per100,2PA_per36,2PM,2PM_per_game,2PM_per100,2PM_per36,3PA,3PA_per_game,3PA_per100,3PA_per36,3PM,3PM_per_game,3PM_per100,3PM_per36,FTA,FTA_per_game,FTA_per100,FTA_per36,FTM,FTM_per_game,FTM_per100,FTM_per36,ORB,ORB_per_game,ORB_per100,ORB_per36,DRB,DRB_per_game,DRB_per100,DRB_per36,ORB_allowed,ORB_allowed_per_game,ORB_allowed_per100,ORB_allowed_per36,DRB_allowed,DRB_allowed_per_game,DRB_allowed_per100,DRB_allowed_per36,TOV,TOV_per_game,TOV_per100,TOV_per36,AST,AST_per_game,AST_per100,AST_per36,STL,STL_per_game,STL_per100,STL_per36,BLK,BLK_per_game,BLK_per100,BLK_per36,Fouls,Fouls_per_game,Fouls_per100,Fouls_per36,FT_allowed,FT_allowed_per_game,FT_allowed_per100,FT_allowed_per36,ORtg,DRtg,NetRtg,PACE,PM_total,PM_per_game,PM_per100,MIN_total,MIN_per_game,eFG,TS,FG2_pct,FG3_pct,FT_pct,TOV_pct,AST_ratio,ORB_pct,DRB_pct,TRB_pct,STL_pct,BLK_pct,Foul_per_poss,FT_allowed_rate_per100,FT_rate
4,新北國王,21|24|29|34,李愷諺/蘇士軒/林書緯/沃許本,1,43,47.0,732.69,12.21,12:13,732.69,12.21,12:13,19.0,19.0,40.43,56.01,23.0,23.0,48.94,67.8,22.0,22.0,46.81,64.86,8.0,8.0,17.02,23.58,15.0,15.0,31.91,44.22,7.0,7.0,14.89,20.64,7.0,7.0,14.89,20.64,1.0,1.0,2.13,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.26,5.9,12.0,12.0,25.53,35.38,2.0,2.0,4.26,5.9,10.0,10.0,21.28,29.48,1.0,1.0,2.13,2.95,5.0,5.0,10.64,14.74,1.0,1.0,2.13,2.95,2.0,2.0,4.26,5.9,1.0,1.0,2.13,2.95,1.0,1.0,2.13,2.95,40.43,48.94,-8.51,92.37,-4.0,-4.0,-8.51,12.21,12.21,0.39,0.43,0.47,0.14,,0.04,0.62,0.17,0.86,0.54,2.13,4.26,0.02,2.13,0.0
4,新北國王,21|24|29|13029,李愷諺/蘇士軒/林書緯/杰倫,2,102,122.0,1795.86,29.93,29:56,897.93,14.97,14:58,44.0,22.0,36.07,52.92,54.0,27.0,44.26,64.95,49.0,24.5,40.16,58.94,17.0,8.5,13.93,20.45,24.0,12.0,19.67,28.87,12.0,6.0,9.84,14.43,25.0,12.5,20.49,30.07,5.0,2.5,4.1,6.01,5.0,2.5,4.1,6.01,3.0,1.5,2.46,3.61,4.0,2.0,3.28,4.81,29.0,14.5,23.77,34.88,14.0,7.0,11.48,16.84,22.0,11.0,18.03,26.46,3.0,1.5,2.46,3.61,11.0,5.5,9.02,13.23,1.0,0.5,0.82,1.2,2.0,1.0,1.64,2.41,12.0,6.0,9.84,14.43,11.0,5.5,9.02,13.23,36.07,44.26,-8.2,97.82,-10.0,-5.0,-8.2,29.93,14.97,0.4,0.43,0.5,0.2,0.6,0.06,0.65,0.15,0.67,0.48,0.82,1.64,0.1,9.02,0.1
4,新北國王,21|24|34|13029,李愷諺/蘇士軒/沃許本/杰倫,1,55,59.0,947.69,15.79,15:48,947.69,15.79,15:48,26.0,26.0,44.07,59.26,30.0,30.0,50.85,68.38,26.0,26.0,44.07,59.26,12.0,12.0,20.34,27.35,18.0,18.0,30.51,41.03,10.0,10.0,16.95,22.79,8.0,8.0,13.56,18.23,2.0,2.0,3.39,4.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.39,4.56,12.0,12.0,20.34,27.35,2.0,2.0,3.39,4.56,10.0,10.0,16.95,22.79,4.0,4.0,6.78,9.12,6.0,6.0,10.17,13.68,2.0,2.0,3.39,4.56,2.0,2.0,3.39,4.56,2.0,2.0,3.39,4.56,1.0,1.0,1.69,2.28,44.07,50.85,-6.78,89.65,-4.0,-4.0,-6.78,15.79,15.79,0.5,0.5,0.56,0.25,,0.13,0.5,0.17,0.86,0.54,3.39,3.39,0.03,1.69,0.0
4,新北國王,21|29|34|13029,李愷諺/林書緯/沃許本/杰倫,1,43,47.0,732.69,12.21,12:13,732.69,12.21,12:13,19.0,19.0,40.43,56.01,23.0,23.0,48.94,67.8,22.0,22.0,46.81,64.86,8.0,8.0,17.02,23.58,15.0,15.0,31.91,44.22,7.0,7.0,14.89,20.64,7.0,7.0,14.89,20.64,1.0,1.0,2.13,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.26,5.9,12.0,12.0,25.53,35.38,2.0,2.0,4.26,5.9,10.0,10.0,21.28,29.48,1.0,1.0,2.13,2.95,5.0,5.0,10.64,14.74,1.0,1.0,2.13,2.95,2.0,2.0,4.26,5.9,1.0,1.0,2.13,2.95,1.0,1.0,2.13,2.95,40.43,48.94,-8.51,92.37,-4.0,-4.0,-8.51,12.21,12.21,0.39,0.43,0.47,0.14,,0.04,0.62,0.17,0.86,0.54,2.13,4.26,0.02,2.13,0.0
4,新北國王,24|29|34|13029,蘇士軒/林書緯/沃許本/杰倫,1,71,79.0,1187.56,19.79,19:48,1187.56,19.79,19:48,36.0,36.0,45.57,65.48,42.0,42.0,53.16,76.39,34.0,34.0,43.04,61.84,14.0,14.0,17.72,25.46,24.0,24.0,30.38,43.65,11.0,11.0,13.92,20.01,10.0,10.0,12.66,18.19,3.0,3.0,3.8,5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.8,5.46,18.0,18.0,22.78,32.74,4.0,4.0,5.06,7.28,17.0,17.0,21.52,30.92,3.0,3.0,3.8,5.46,9.0,9.0,11.39,16.37,3.0,3.0,3.8,5.46,2.0,2.0,2.53,3.64,4.0,4.0,5.06,7.28,10.0,10.0,12.66,18.19,45.57,53.16,-7.59,95.79,-6.0,-6.0,-7.59,19.79,19.79,0.46,0.53,0.46,0.3,,0.08,0.64,0.15,0.82,0.5,3.8,2.53,0.05,12.66,0.0
4,新北中信特攻,40|43|10877|10880,謝亞軒/林韋翰/阿巴西/內馬,2,158,181.0,2590.51,43.18,43:11,1295.26,21.59,21:35,78.0,39.0,43.09,65.04,92.0,46.0,50.83,76.71,75.0,37.5,41.44,62.54,32.0,16.0,17.68,26.68,39.0,19.5,21.55,32.52,22.0,11.0,12.15,18.34,36.0,18.0,19.89,30.02,10.0,5.0,5.52,8.34,8.0,4.0,4.42,6.67,5.0,2.5,2.76,4.17,11.0,5.5,6.08,9.17,34.0,17.0,18.78,28.35,6.0,3.0,3.31,5.0,31.0,15.5,17.13,25.85,12.0,6.0,6.63,10.01,21.0,10.5,11.6,17.51,6.0,3.0,3.31,5.0,2.0,1.0,1.1,1.67,18.0,9.0,9.94,15.01,8.0,4.0,4.42,6.67,43.09,50.83,-7.73,100.61,-14.0,-7.0,-7.73,43.18,21.59,0.49,0.5,0.56,0.28,0.62,0.13,0.66,0.26,0.85,0.55,3.31,1.1,0.1,4.42,0.11
4,新北中信特攻,40|43|10877|10881,謝亞軒/林韋翰/阿巴西/飛克,2,118,132.0,1979.09,32.98,32:59,989.55,16.49,16:30,61.0,30.5,46.21,66.58,65.0,32.5,49.24,70.94,53.0,26.5,40.15,57.84,24.0,12.0,18.18,26.19,24.0,12.0,18.18,26.19,16.0,8.0,12.12,17.46,29.0,14.5,21.97,31.65,8.0,4.0,6.06,8.73,6.0,3.0,4.55,6.55,4.0,2.0,3.03,4.37,7.0,3.5,5.3,7.64,25.0,12.5,18.94,27.29,3.0,1.5,2.27,3.27,22.0,11.0,16.67,24.01,11.0,5.5,8.33,12.01,19.0,9.5,14.39,20.74,7.0,3.5,5.3,7.64,1.0,0.5,0.76,1.09,14.0,7.0,10.61,15.28,10.0,5.0,7.58,10.91,46.21,49.24,-3.03,96.04,-4.0,-2.0,-3.03,32.98,16.49,0.53,0.55,0.67,0.28,0.67,0.17,0.79,0.24,0.89,0.56,5.3,0.76,0.11,7.58,0.11
4,新北中信特攻,40|43|10880|10881,謝亞軒/林韋翰/內馬/飛克,2,79,85.0,1363.09,22.72,22:43,681.54,11.36,11:22,43.0,21.5,50.59,68.14,45.0,22.5,52.94,71.31,34.0,17.0,40.0,53.88,18.0,9.0,21.18,28.52,17.0,8.5,20.0,26.94,11.0,5.5,12.94,17.43,17.0,8.5,20.0,26.94,7.0,3.5,8.24,11.09,5.0,2.5,5.88,7.92,2.0,1.0,2.35,3.17,2.0,1.0,2.35,3.17,18.0,9.0,21.18,28.52,1.0,0.5,1.18,1.58,17.0,8.5,20.0,26.94,7.0,3.5,8.24,11.09,15.0,7.5,17.65,23.77,5.0,2.5,5.88,7.92,1.0,0.5,1.18,1.58,8.0,4.0,9.41,12.68,2.0,1.0,2.35,3.17,50.59,52.94,-2.35,89.8,-2.0,-1.0,-2.35,22.72,11.36,0.63,0.59,0.65,0.41,0.4,0.16,0.83,0.11,0.95,0.53,5.88,1.18,0.09,2.35,0.15
4,新北中信特攻,40|10877|10880|10881,謝亞軒/阿巴西/內馬/飛克,2,90,100.0,1586.91,26.45,26:27,793.46,13.22,13:13,50.0,25.0,50.0,68.06,55.0,27.5,55.0,74.86,38.0,19.0,38.0,51.72,21.0,10.5,21.0,28.58,20.0,10.0,20.0,27.22,14.0,7.0,14.0,19.06,18.0,9.0,18.0,24.5,7.0,3.5,7.0,9.53,4.0,2.0,4.0,5.44,2.0,1.0,2.0,2.72,2.0,1.0,2.0,2.72,18.0,9.0,18.0,24.5,4.0,2.0,4.0,5.44,20.0,10.0,20.0,27.22,7.0,3.5,7.0,9.53,16.0,8.0,16.0,21.78,5.0,2.5,5.0,6.81,1.0,0.5,1.0,1.36,11.0,5.5,11.0,14.97,2.0,1.0,2.0,2.72,50.0,55.0,-5.0,90.74,-5.0,-2.5,-5.0,26.45,13.22,0.64,0.63,0.7,0.39,0.5,0.15,0.76,0.09,0.82,0.45,5.0,1.0,0.11,2.0,0.11
4,新北中信特攻,43|10877|10880|10881,林韋翰/阿巴西/內馬/飛克,2,105,116.0,1754.31,29.24,29:14,877.16,14.62,14:37,56.0,28.0,48.28,68.95,58.0,29.0,50.0,71.41,49.0,24.5,42.24,60.33,21.0,10.5,18.1,25.86,23.0,11.5,19.83,28.32,13.0,6.5,11.21,16.01,26.0,13.0,22.41,32.01,8.0,4.0,6.9,9.85,6.0,3.0,5.17,7.39,3.0,1.5,2.59,3.69,6.0,3.0,5.17,7.39,26.0,13.0,22.41,32.01,2.0,1.0,1.72,2.46,21.0,10.5,18.1,25.86,7.0,3.5,6.03,8.62,16.0,8.0,13.79,19.7,5.0,2.5,4.31,6.16,3.0,1.5,2.59,3.69,10.0,5.0,8.62,12.31,8.0,4.0,6.9,9.85,48.28,50.0,-1.72,95.22,-2.0,-1.0,-1.72,29.24,14.62,0.51,0.54,0.57,0.31,0.5,0.12,0.76,0.22,0.93,0.58,4.31,2.59,0.09,6.9,0.12
