lineup_size,team_name,lineup_player_ids,lineup_player_names,games_used,stint_count,possessions,sec_played,min_played,min_played_str,sec_per_game,min_per_game,min_per_game_str,PTS,PTS_per_game,PTS_per100,PTS_per36,PTS_allowed,PTS_allowed_per_game,PTS_allowed_per100,PTS_allowed_per36,FGA,FGA_per_game,FGA_per100,FGA_per36,FGM,FGM_per_game,FGM_per100,FGM_per36,2PA,2PA_per_game,2PA_per100,2PA_per36,2PM,2PM_per_game,2PM_per100,2PM_per36,3PA,3PA_per_game,3PA_per100,3PA_per36,3PM,3PM_per_game,3PM_per100,3PM_per36,FTA,FTA_per_game,FTA_per100,FTA_per36,FTM,FTM_per_game,FTM_per100,FTM_per36,ORB,ORB_per_game,ORB_per100,ORB_per36,DRB,DRB_per_game,DRB_per100,DRB_per36,ORB_allowed,ORB_allowed_per_game,ORB_allowed_per100,ORB_allowed_per36,DRB_allowed,DRB_allowed_per_game,DRB_allowed_per100,DRB_allowed_per36,TOV,TOV_per_game,TOV_per100,TOV_per36,AST,AST_per_game,AST_per100,AST_per36,STL,STL_per_game,STL_per100,STL_per36,BLK,BLK_per_game,BLK_per100,BLK_per36,Fouls,Fouls_per_game,Fouls_per100,Fouls_per36,FT_allowed,FT_allowed_per_game,FT_allowed_per100,FT_allowed_per36,ORtg,DRtg,NetRtg,PACE,PM_total,PM_per_game,PM_per100,MIN_total,MIN_per_game,eFG,TS,FG2_pct,FG3_pct,FT_pct,TOV_pct,AST_ratio,ORB_pct,DRB_pct,TRB_pct,STL_pct,BLK_pct,Foul_per_poss,FT_allowed_rate_per100,FT_rate
2,高雄全家海神,51|111,克力斯/唐維傑,1,15,18.0,225.47,3.76,03:45,225.47,3.76,03:45,2.0,2.0,11.11,19.16,6.0,6.0,33.33,57.48,6.0,6.0,33.33,57.48,1.0,1.0,5.56,9.58,5.0,5.0,27.78,47.9,1.0,1.0,5.56,9.58,1.0,1.0,5.56,9.58,0.0,0.0,0.0,0.0,2.0,2.0,11.11,19.16,2.0,2.0,11.11,19.16,3.0,3.0,16.67,28.74,3.0,3.0,16.67,28.74,1.0,1.0,5.56,9.58,4.0,4.0,22.22,38.32,2.0,2.0,11.11,19.16,1.0,1.0,5.56,9.58,2.0,2.0,11.11,19.16,0.0,0.0,0.0,0.0,3.0,3.0,16.67,28.74,2.0,2.0,11.11,19.16,11.11,33.33,-22.22,114.96,-4.0,-4.0,-22.22,3.76,3.76,0.17,0.15,0.2,0.0,1.0,0.23,1.0,0.43,0.75,0.55,11.11,0.0,0.17,11.11,0.33
2,高雄全家海神,51|116,克力斯/呂威霆,1,65,78.0,995.99,16.6,16:36,995.99,16.6,16:36,24.0,24.0,30.77,52.05,30.0,30.0,38.46,65.06,29.0,29.0,37.18,62.89,6.0,6.0,7.69,13.01,12.0,12.0,15.38,26.02,3.0,3.0,3.85,6.51,17.0,17.0,21.79,36.87,3.0,3.0,3.85,6.51,10.0,10.0,12.82,21.69,9.0,9.0,11.54,19.52,10.0,10.0,12.82,21.69,13.0,13.0,16.67,28.19,4.0,4.0,5.13,8.67,13.0,13.0,16.67,28.19,7.0,7.0,8.97,15.18,3.0,3.0,3.85,6.51,6.0,6.0,7.69,13.01,1.0,1.0,1.28,2.17,9.0,9.0,11.54,19.52,4.0,4.0,5.13,8.67,30.77,38.46,-7.69,112.77,-6.0,-6.0,-7.69,16.6,16.6,0.26,0.36,0.25,0.18,0.9,0.17,0.5,0.43,0.76,0.57,7.69,1.28,0.12,5.13,0.34
2,高雄全家海神,51|121,克力斯/吳曉謹,1,83,98.0,1287.37,21.46,21:27,1287.37,21.46,21:27,33.0,33.0,33.67,55.37,45.0,45.0,45.92,75.5,34.0,34.0,34.69,57.05,10.0,10.0,10.2,16.78,18.0,18.0,18.37,30.2,7.0,7.0,7.14,11.74,16.0,16.0,16.33,26.85,3.0,3.0,3.06,5.03,9.0,9.0,9.18,15.1,8.0,8.0,8.16,13.42,9.0,9.0,9.18,15.1,15.0,15.0,15.31,25.17,7.0,7.0,7.14,11.74,14.0,14.0,14.29,23.49,11.0,11.0,11.22,18.46,5.0,5.0,5.1,8.39,10.0,10.0,10.2,16.78,1.0,1.0,1.02,1.68,10.0,10.0,10.2,16.78,9.0,9.0,9.18,15.1,33.67,45.92,-12.24,109.62,-12.0,-12.0,-12.24,21.46,21.46,0.34,0.43,0.39,0.19,0.89,0.22,0.5,0.39,0.68,0.53,10.2,1.02,0.1,9.18,0.26
2,高雄全家海神,51|122,克力斯/陳懷安,1,67,82.0,1022.76,17.05,17:03,1022.76,17.05,17:03,29.0,29.0,35.37,61.25,36.0,36.0,43.9,76.03,29.0,29.0,35.37,61.25,9.0,9.0,10.98,19.01,13.0,13.0,15.85,27.46,5.0,5.0,6.1,10.56,16.0,16.0,19.51,33.79,4.0,4.0,4.88,8.45,7.0,7.0,8.54,14.78,7.0,7.0,8.54,14.78,9.0,9.0,10.98,19.01,11.0,11.0,13.41,23.23,6.0,6.0,7.32,12.67,10.0,10.0,12.2,21.12,9.0,9.0,10.98,19.01,5.0,5.0,6.1,10.56,8.0,8.0,9.76,16.9,1.0,1.0,1.22,2.11,9.0,9.0,10.98,19.01,5.0,5.0,6.1,10.56,35.37,43.9,-8.54,115.45,-7.0,-7.0,-8.54,17.05,17.05,0.38,0.45,0.38,0.25,1.0,0.22,0.56,0.47,0.65,0.56,9.76,1.22,0.11,6.1,0.24
2,高雄全家海神,111|116,唐維傑/呂威霆,1,32,38.0,492.07,8.2,08:12,492.07,8.2,08:12,6.0,6.0,15.79,26.34,15.0,15.0,39.47,65.84,11.0,11.0,28.95,48.29,3.0,3.0,7.89,13.17,8.0,8.0,21.05,35.12,3.0,3.0,7.89,13.17,3.0,3.0,7.89,13.17,0.0,0.0,0.0,0.0,2.0,2.0,5.26,8.78,2.0,2.0,5.26,8.78,3.0,3.0,7.89,13.17,6.0,6.0,15.79,26.34,3.0,3.0,7.89,13.17,7.0,7.0,18.42,30.73,5.0,5.0,13.16,21.95,3.0,3.0,7.89,13.17,4.0,4.0,10.53,17.56,0.0,0.0,0.0,0.0,5.0,5.0,13.16,21.95,5.0,5.0,13.16,21.95,15.79,39.47,-23.68,111.2,-9.0,-9.0,-23.68,8.2,8.2,0.27,0.25,0.38,0.0,1.0,0.3,1.0,0.3,0.67,0.47,10.53,0.0,0.13,13.16,0.18
2,高雄全家海神,111|121,唐維傑/吳曉謹,1,15,18.0,225.0,3.75,03:45,225.0,3.75,03:45,2.0,2.0,11.11,19.2,6.0,6.0,33.33,57.6,6.0,6.0,33.33,57.6,1.0,1.0,5.56,9.6,5.0,5.0,27.78,48.0,1.0,1.0,5.56,9.6,1.0,1.0,5.56,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,16.67,28.8,3.0,3.0,16.67,28.8,1.0,1.0,5.56,9.6,4.0,4.0,22.22,38.4,2.0,2.0,11.11,19.2,1.0,1.0,5.56,9.6,2.0,2.0,11.11,19.2,0.0,0.0,0.0,0.0,3.0,3.0,16.67,28.8,2.0,2.0,11.11,19.2,11.11,33.33,-22.22,115.2,-4.0,-4.0,-22.22,3.75,3.75,0.17,0.17,0.2,0.0,,0.25,1.0,0.43,0.75,0.55,11.11,0.0,0.17,11.11,0.0
2,高雄全家海神,111|122,唐維傑/陳懷安,1,32,38.0,492.07,8.2,08:12,492.07,8.2,08:12,6.0,6.0,15.79,26.34,15.0,15.0,39.47,65.84,11.0,11.0,28.95,48.29,3.0,3.0,7.89,13.17,8.0,8.0,21.05,35.12,3.0,3.0,7.89,13.17,3.0,3.0,7.89,13.17,0.0,0.0,0.0,0.0,2.0,2.0,5.26,8.78,2.0,2.0,5.26,8.78,3.0,3.0,7.89,13.17,6.0,6.0,15.79,26.34,3.0,3.0,7.89,13.17,7.0,7.0,18.42,30.73,5.0,5.0,13.16,21.95,3.0,3.0,7.89,13.17,4.0,4.0,10.53,17.56,0.0,0.0,0.0,0.0,5.0,5.0,13.16,21.95,5.0,5.0,13.16,21.95,15.79,39.47,-23.68,111.2,-9.0,-9.0,-23.68,8.2,8.2,0.27,0.25,0.38,0.0,1.0,0.3,1.0,0.3,0.67,0.47,10.53,0.0,0.13,13.16,0.18
2,高雄全家海神,116|121,呂威霆/吳曉謹,1,60,70.0,928.62,15.48,15:29,928.62,15.48,15:29,18.0,18.0,25.71,41.87,28.0,28.0,40.0,65.13,23.0,23.0,32.86,53.5,4.0,4.0,5.71,9.3,11.0,11.0,15.71,25.59,3.0,3.0,4.29,6.98,12.0,12.0,17.14,27.91,1.0,1.0,1.43,2.33,8.0,8.0,11.43,18.61,7.0,7.0,10.0,16.28,8.0,8.0,11.43,18.61,11.0,11.0,15.71,25.59,4.0,4.0,5.71,9.3,12.0,12.0,17.14,27.91,9.0,9.0,12.86,20.93,2.0,2.0,2.86,4.65,7.0,7.0,10.0,16.28,1.0,1.0,1.43,2.33,10.0,10.0,14.29,23.26,4.0,4.0,5.71,9.3,25.71,40.0,-14.29,108.55,-10.0,-10.0,-14.29,15.48,15.48,0.2,0.34,0.27,0.08,0.88,0.25,0.5,0.4,0.73,0.54,10.0,1.43,0.14,5.71,0.35
2,高雄全家海神,116|122,呂威霆/陳懷安,1,68,83.0,1045.71,17.43,17:26,1045.71,17.43,17:26,25.0,25.0,30.12,51.64,35.0,35.0,42.17,72.3,27.0,27.0,32.53,55.77,8.0,8.0,9.64,16.52,13.0,13.0,15.66,26.85,5.0,5.0,6.02,10.33,14.0,14.0,16.87,28.92,3.0,3.0,3.61,6.2,6.0,6.0,7.23,12.39,6.0,6.0,7.23,12.39,9.0,9.0,10.84,18.59,10.0,10.0,12.05,20.66,6.0,6.0,7.23,12.39,13.0,13.0,15.66,26.85,11.0,11.0,13.25,22.72,5.0,5.0,6.02,10.33,9.0,9.0,10.84,18.59,1.0,1.0,1.2,2.07,10.0,10.0,12.05,20.66,5.0,5.0,6.02,10.33,30.12,42.17,-12.05,114.3,-10.0,-10.0,-12.05,17.43,17.43,0.35,0.42,0.38,0.21,1.0,0.27,0.62,0.41,0.62,0.5,10.84,1.2,0.12,6.02,0.22
2,高雄全家海神,121|122,吳曉謹/陳懷安,1,78,91.0,1146.08,19.1,19:06,1146.08,19.1,19:06,30.0,30.0,32.97,56.54,47.0,47.0,51.65,88.58,28.0,28.0,30.77,52.77,9.0,9.0,9.89,16.96,14.0,14.0,15.38,26.39,6.0,6.0,6.59,11.31,14.0,14.0,15.38,26.39,3.0,3.0,3.3,5.65,7.0,7.0,7.69,13.19,7.0,7.0,7.69,13.19,7.0,7.0,7.69,13.19,12.0,12.0,13.19,22.62,7.0,7.0,7.69,13.19,14.0,14.0,15.38,26.39,12.0,12.0,13.19,22.62,6.0,6.0,6.59,11.31,11.0,11.0,12.09,20.73,1.0,1.0,1.1,1.88,10.0,10.0,10.99,18.85,8.0,8.0,8.79,15.08,32.97,51.65,-18.68,114.34,-17.0,-17.0,-18.68,19.1,19.1,0.38,0.48,0.43,0.21,1.0,0.28,0.67,0.33,0.63,0.48,12.09,1.1,0.11,8.79,0.25
